customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_combined,rfm_segment,kmeans_cluster
CUST-01680,2026-04-08 20:46:28,4,2008.71,83,4,3,2,432,Loyal Customers,1
CUST-01681,2025-12-21 00:37:37,3,3318.98,191,3,2,4,324,Hibernating / Lost,1
CUST-01682,2025-09-25 02:49:44,4,2938.49,278,2,3,3,233,At-Risk High Value,1
CUST-01684,2026-06-04 23:22:00,4,3393.63,26,5,3,4,534,Loyal Customers,2
CUST-01685,2026-01-20 17:58:17,5,5884.01,161,3,4,5,345,Loyal Customers,2
CUST-01686,2025-07-18 19:17:28,4,3917.99,347,2,3,4,234,At-Risk High Value,2
CUST-01687,2026-06-25 21:54:07,3,1939.3600000000001,5,5,2,2,522,New / Recent Customers,1
CUST-01688,2024-09-21 02:33:33,2,990.26,647,1,1,1,111,Hibernating / Lost,3
CUST-01689,2026-06-18 23:02:47,6,11739.710000000001,12,5,5,5,555,VIP Champions,0
CUST-01690,2025-12-26 19:22:31,5,5608.0,186,3,4,5,345,Loyal Customers,2
CUST-01691,2026-04-21 21:59:23,5,6914.96,70,4,4,5,445,VIP Champions,0
CUST-01692,2024-09-22 08:26:31,3,761.01,646,1,2,1,121,Hibernating / Lost,3
CUST-01693,2024-08-23 18:26:24,4,3745.2,676,1,3,4,134,At-Risk High Value,3
CUST-01694,2025-12-04 19:07:14,7,5509.83,208,3,5,5,355,Loyal Customers,0
CUST-01695,2025-08-02 04:47:46,2,1983.8000000000002,332,2,1,2,212,Hibernating / Lost,1
CUST-01696,2025-02-24 19:30:51,3,3139.36,491,1,2,4,124,Hibernating / Lost,3
CUST-01697,2026-04-23 08:51:11,4,2258.2200000000003,68,4,3,3,433,Loyal Customers,1
CUST-01698,2025-03-01 20:44:45,2,1106.58,486,1,1,1,111,Hibernating / Lost,3
CUST-01699,2026-06-08 19:03:40,2,537.05,22,5,1,1,511,New / Recent Customers,1
CUST-01700,2026-02-26 13:13:39,1,836.3,124,3,1,1,311,Hibernating / Lost,1
CUST-01701,2026-05-13 15:37:31,3,2088.77,48,5,2,2,522,New / Recent Customers,1
CUST-01702,2024-11-13 05:17:59,3,1031.58,594,1,2,1,121,Hibernating / Lost,3
CUST-01703,2026-04-10 11:08:36,5,3421.49,81,4,4,4,444,VIP Champions,2
CUST-01704,2025-10-15 10:37:40,5,2648.4700000000003,258,2,4,3,243,At-Risk High Value,2
CUST-01705,2026-05-21 05:22:30,6,6149.54,40,5,5,5,555,VIP Champions,0
CUST-01706,2026-01-29 05:03:32,6,4108.72,152,3,5,4,354,Loyal Customers,2
CUST-01707,2026-06-07 02:40:42,5,4373.22,23,5,4,4,544,VIP Champions,2
CUST-01708,2025-07-14 23:34:17,2,992.36,351,2,1,1,211,Hibernating / Lost,1
CUST-01709,2025-12-30 05:45:35,3,1737.14,182,3,2,2,322,Hibernating / Lost,1
CUST-01710,2026-04-27 13:01:20,6,5460.05,64,4,5,5,455,VIP Champions,2
CUST-01711,2026-06-25 12:57:33,3,1383.58,5,5,2,2,522,New / Recent Customers,1
CUST-01712,2026-04-16 23:37:51,4,1240.72,75,4,3,2,432,Loyal Customers,1
CUST-01713,2025-08-31 19:23:33,4,2780.29,303,2,3,3,233,At-Risk High Value,1
CUST-01714,2026-06-20 11:59:16,5,4516.58,10,5,4,4,544,VIP Champions,2
CUST-01715,2026-04-28 01:15:25,4,3171.93,63,4,3,4,434,Loyal Customers,2
CUST-01716,2025-12-16 03:03:30,3,2336.67,196,3,2,3,323,Hibernating / Lost,1
CUST-01717,2025-12-02 08:03:32,4,1171.6000000000001,210,3,3,1,331,Loyal Customers,1
CUST-01718,2025-09-11 07:30:47,3,1260.0900000000001,292,2,2,2,222,Hibernating / Lost,1
CUST-01719,2024-11-10 18:10:04,1,749.05,597,1,1,1,111,Hibernating / Lost,3
CUST-01720,2026-01-24 07:14:36,6,4334.110000000001,157,3,5,4,354,Loyal Customers,2
CUST-01721,2026-02-17 03:23:36,6,2517.22,133,3,5,3,353,Loyal Customers,2
CUST-01722,2025-01-14 08:39:06,4,1646.41,532,1,3,2,132,At-Risk High Value,3
CUST-01723,2025-09-24 12:52:29,4,1583.51,279,2,3,2,232,At-Risk High Value,1
CUST-01724,2026-02-23 22:40:18,8,4197.4,127,3,5,4,354,Loyal Customers,2
CUST-01725,2026-03-29 05:08:26,6,7034.38,93,4,5,5,455,VIP Champions,0
CUST-01726,2026-01-07 00:20:24,6,4442.37,174,3,5,4,354,Loyal Customers,2
CUST-01727,2025-11-23 22:37:10,5,4948.66,219,2,4,5,245,At-Risk High Value,2
CUST-01728,2026-05-04 20:21:00,3,2818.96,57,4,2,3,423,New / Recent Customers,1
CUST-01729,2026-05-10 19:58:48,5,4270.2,51,5,4,4,544,VIP Champions,2
CUST-01730,2026-03-05 07:58:02,5,2288.92,117,3,4,3,343,Loyal Customers,2
CUST-01731,2026-01-16 16:00:27,5,3076.42,165,3,4,3,343,Loyal Customers,2
CUST-01733,2026-04-18 21:09:25,6,2794.34,73,4,5,3,453,Loyal Customers,2
CUST-01734,2026-04-17 02:24:20,3,7879.79,74,4,2,5,425,New / Recent Customers,0
CUST-01735,2025-10-20 18:17:37,2,2258.5099999999998,253,2,1,3,213,Hibernating / Lost,1
CUST-01736,2026-05-26 21:31:12,3,1638.76,35,5,2,2,522,New / Recent Customers,1
CUST-01737,2025-03-19 02:33:20,3,2140.86,468,1,2,2,122,Hibernating / Lost,3
CUST-01738,2026-05-06 17:25:28,6,1566.58,55,4,5,2,452,Loyal Customers,2
CUST-01739,2026-05-01 10:33:23,7,4491.87,60,4,5,4,454,VIP Champions,2
CUST-01740,2026-05-31 15:54:18,4,2625.34,30,5,3,3,533,Loyal Customers,2
CUST-01741,2026-03-08 19:06:23,4,3378.2,114,4,3,4,434,Loyal Customers,2
CUST-01742,2026-03-01 10:44:41,6,2043.2,121,3,5,2,352,Loyal Customers,2
CUST-01743,2026-04-15 03:19:48,2,3799.0699999999997,76,4,1,4,414,New / Recent Customers,1
CUST-01744,2025-03-25 08:00:04,5,3045.01,462,1,4,3,143,At-Risk High Value,3
CUST-01745,2025-04-15 09:12:05,4,3106.74,441,1,3,3,133,At-Risk High Value,3
CUST-01746,2025-11-05 11:35:07,4,4725.320000000001,237,2,3,5,235,At-Risk High Value,2
CUST-01747,2025-05-23 07:58:26,3,3879.75,403,1,2,4,124,Hibernating / Lost,3
CUST-01748,2024-09-09 07:35:23,3,7610.56,659,1,2,5,125,Hibernating / Lost,3
CUST-01749,2025-11-09 07:30:09,3,9982.86,233,2,2,5,225,Hibernating / Lost,0
CUST-01750,2026-05-05 10:03:10,3,2183.4500000000003,56,4,2,3,423,New / Recent Customers,1
CUST-01751,2024-12-31 09:36:24,3,2165.27,546,1,2,3,123,Hibernating / Lost,3
CUST-01752,2026-03-16 20:17:11,3,3530.16,106,4,2,4,424,New / Recent Customers,1
CUST-01753,2026-06-13 17:47:44,5,6116.42,17,5,4,5,545,VIP Champions,2
CUST-01754,2025-09-03 19:48:20,5,2374.33,300,2,4,3,243,At-Risk High Value,2
CUST-01755,2026-04-04 22:52:28,3,3277.5400000000004,87,4,2,4,424,New / Recent Customers,1
CUST-01756,2024-09-04 17:57:33,4,5527.24,664,1,3,5,135,At-Risk High Value,3
CUST-01757,2025-07-08 15:33:37,6,2165.26,357,1,5,3,153,At-Risk High Value,2
CUST-01758,2026-04-08 20:28:02,6,1732.17,83,4,5,2,452,Loyal Customers,2
CUST-01759,2025-05-16 08:01:49,3,4733.3099999999995,410,1,2,5,125,Hibernating / Lost,3
CUST-01760,2024-08-26 08:04:13,1,558.11,673,1,1,1,111,Hibernating / Lost,3
CUST-01761,2026-04-14 23:51:54,7,3452.58,77,4,5,4,454,VIP Champions,2
CUST-01762,2025-06-09 07:26:45,1,262.66,386,1,1,1,111,Hibernating / Lost,3
CUST-01763,2025-03-31 06:59:06,4,4797.86,456,1,3,5,135,At-Risk High Value,3
CUST-01764,2026-04-15 00:46:50,5,6863.61,76,4,4,5,445,VIP Champions,0
CUST-01765,2025-11-22 09:37:41,5,4532.13,220,2,4,4,244,At-Risk High Value,2
CUST-01766,2026-06-29 05:02:36,2,195.26999999999998,1,5,1,1,511,New / Recent Customers,1
CUST-01767,2026-04-03 22:43:38,6,5451.1900000000005,88,4,5,5,455,VIP Champions,2
CUST-01768,2026-05-07 17:40:42,7,7506.77,54,4,5,5,455,VIP Champions,0
CUST-01769,2025-01-09 23:59:04,3,2143.0299999999997,537,1,2,2,122,Hibernating / Lost,3
CUST-01770,2025-02-16 17:49:51,2,1031.05,499,1,1,1,111,Hibernating / Lost,3
CUST-01771,2025-04-08 20:58:46,3,400.06,448,1,2,1,121,Hibernating / Lost,3
CUST-01772,2026-03-24 13:44:02,4,2047.26,98,4,3,2,432,Loyal Customers,1
CUST-01773,2026-06-05 20:30:46,5,4594.650000000001,25,5,4,4,544,VIP Champions,2
CUST-01774,2025-11-30 04:39:22,8,6602.74,212,2,5,5,255,At-Risk High Value,0
CUST-01775,2026-06-10 13:29:01,6,5454.82,20,5,5,5,555,VIP Champions,2
CUST-01776,2025-05-12 12:00:33,2,874.2,414,1,1,1,111,Hibernating / Lost,3
CUST-01777,2026-05-29 20:43:28,4,4881.94,32,5,3,5,535,Loyal Customers,2
CUST-01778,2026-04-11 17:48:02,6,6766.88,80,4,5,5,455,VIP Champions,0
CUST-01779,2025-10-19 05:16:47,5,1677.83,254,2,4,2,242,At-Risk High Value,2
CUST-01780,2024-10-25 07:08:30,1,774.05,613,1,1,1,111,Hibernating / Lost,3
CUST-01781,2024-04-06 03:14:15,1,813.98,815,1,1,1,111,Hibernating / Lost,3
CUST-01782,2025-09-29 07:33:00,3,1337.39,274,2,2,2,222,Hibernating / Lost,1
CUST-01783,2026-06-03 10:08:01,6,3933.1,27,5,5,4,554,VIP Champions,2
CUST-01784,2026-06-25 11:14:51,8,5971.15,5,5,5,5,555,VIP Champions,0
CUST-01785,2026-04-08 19:39:53,3,2305.03,83,4,2,3,423,New / Recent Customers,1
CUST-01786,2026-04-24 12:35:57,2,1103.4099999999999,67,4,1,1,411,New / Recent Customers,1
CUST-01787,2026-05-31 04:45:13,2,1250.27,30,5,1,2,512,New / Recent Customers,1
CUST-01788,2025-12-26 07:27:38,5,2781.8,186,3,4,3,343,Loyal Customers,2
CUST-01789,2026-05-16 09:56:54,5,2993.33,45,5,4,3,543,Loyal Customers,2
CUST-01790,2026-03-18 21:02:03,3,2478.3,104,4,2,3,423,New / Recent Customers,1
CUST-01791,2026-06-24 21:44:17,6,2933.8199999999997,6,5,5,3,553,Loyal Customers,2
CUST-01793,2024-04-13 00:48:08,3,1225.88,808,1,2,1,121,Hibernating / Lost,3
CUST-01794,2025-06-10 02:04:14,2,978.72,385,1,1,1,111,Hibernating / Lost,3
CUST-01795,2026-01-15 22:14:34,5,2778.1,166,3,4,3,343,Loyal Customers,2
CUST-01796,2025-06-25 16:37:08,2,598.34,370,1,1,1,111,Hibernating / Lost,3
CUST-01797,2026-06-29 14:50:06,1,556.53,1,5,1,1,511,New / Recent Customers,1
CUST-01798,2024-06-13 03:13:41,4,1940.36,747,1,3,2,132,At-Risk High Value,3
CUST-01799,2026-04-30 11:26:48,7,15190.03,61,4,5,5,455,VIP Champions,0
CUST-01800,2024-03-06 15:39:41,1,578.66,846,1,1,1,111,Hibernating / Lost,3
CUST-01801,2026-01-24 04:57:10,7,9055.48,157,3,5,5,355,Loyal Customers,0
CUST-01802,2026-04-06 20:18:50,8,4887.69,85,4,5,5,455,VIP Champions,0
CUST-01803,2026-04-19 13:03:15,2,834.44,72,4,1,1,411,New / Recent Customers,1
CUST-01804,2025-05-01 18:52:16,1,306.72,425,1,1,1,111,Hibernating / Lost,3
CUST-01805,2025-08-21 04:05:08,3,496.26,313,2,2,1,221,Hibernating / Lost,1
CUST-01806,2025-04-05 11:01:40,4,2148.94,451,1,3,2,132,At-Risk High Value,3
CUST-01807,2026-06-02 14:27:05,6,2357.62,28,5,5,3,553,Loyal Customers,2
CUST-01808,2025-11-26 13:44:52,1,573.95,216,2,1,1,211,Hibernating / Lost,1
CUST-01809,2025-09-23 07:11:31,4,2103.44,280,2,3,2,232,At-Risk High Value,1
CUST-01810,2026-05-01 05:11:39,7,5749.39,60,4,5,5,455,VIP Champions,0
CUST-01811,2024-06-17 07:45:44,1,248.29,743,1,1,1,111,Hibernating / Lost,3
CUST-01813,2025-09-25 20:21:46,3,2192.11,278,2,2,3,223,Hibernating / Lost,1
CUST-01814,2026-05-03 22:06:50,9,4043.75,58,4,5,4,454,VIP Champions,2
CUST-01815,2025-11-24 02:14:40,5,1606.9099999999999,218,2,4,2,242,At-Risk High Value,2
CUST-01816,2026-05-02 14:30:10,3,1968.72,59,4,2,2,422,New / Recent Customers,1
CUST-01817,2025-03-12 09:51:07,2,386.36,475,1,1,1,111,Hibernating / Lost,3
CUST-01818,2026-05-28 04:56:37,6,2903.79,33,5,5,3,553,Loyal Customers,2
CUST-01819,2024-06-29 11:04:52,4,1328.95,731,1,3,2,132,At-Risk High Value,3
CUST-01820,2025-11-27 05:55:20,6,2621.02,215,2,5,3,253,At-Risk High Value,2
CUST-01821,2026-06-14 02:20:13,5,4861.93,16,5,4,5,545,VIP Champions,2
CUST-01822,2026-06-03 04:41:09,4,2796.6099999999997,27,5,3,3,533,Loyal Customers,2
CUST-01823,2026-04-01 01:00:21,3,1229.1100000000001,90,4,2,1,421,New / Recent Customers,1
CUST-01824,2026-06-06 21:23:35,8,6499.5199999999995,24,5,5,5,555,VIP Champions,0
CUST-01826,2025-12-20 17:36:50,3,2742.56,192,3,2,3,323,Hibernating / Lost,1
CUST-01827,2025-09-10 02:10:40,2,821.04,293,2,1,1,211,Hibernating / Lost,1
CUST-01828,2025-12-21 05:09:00,4,2629.82,191,3,3,3,333,Loyal Customers,1
CUST-01829,2025-09-27 00:42:20,2,1201.52,276,2,1,1,211,Hibernating / Lost,1
CUST-01830,2024-10-05 06:52:44,1,740.54,633,1,1,1,111,Hibernating / Lost,3
CUST-01831,2025-06-28 01:04:55,3,2716.77,367,1,2,3,123,Hibernating / Lost,1
CUST-01832,2025-12-27 00:23:32,5,2429.65,185,3,4,3,343,Loyal Customers,2
CUST-01833,2025-06-02 05:04:44,5,4844.34,393,1,4,5,145,At-Risk High Value,2
CUST-01834,2025-08-24 23:59:20,5,2904.1,310,2,4,3,243,At-Risk High Value,2
CUST-01835,2026-04-02 16:36:41,3,1868.7,89,4,2,2,422,New / Recent Customers,1
CUST-01836,2025-01-02 09:32:35,3,3184.81,544,1,2,4,124,Hibernating / Lost,3
CUST-01837,2026-05-10 07:09:06,5,5281.38,51,5,4,5,545,VIP Champions,2
CUST-01838,2026-01-04 06:03:12,3,1368.91,177,3,2,2,322,Hibernating / Lost,1
CUST-01839,2025-05-21 02:17:45,4,1470.95,405,1,3,2,132,At-Risk High Value,3
CUST-01840,2026-06-22 22:13:30,5,1958.05,8,5,4,2,542,Loyal Customers,2
CUST-01841,2024-07-29 10:53:56,1,595.4,701,1,1,1,111,Hibernating / Lost,3
CUST-01842,2026-02-11 06:28:46,6,3532.0,139,3,5,4,354,Loyal Customers,2
CUST-01843,2025-08-15 07:33:36,1,115.09,319,2,1,1,211,Hibernating / Lost,1
CUST-01844,2026-04-29 07:46:12,4,5497.01,62,4,3,5,435,Loyal Customers,2
CUST-01845,2025-05-11 08:06:16,4,3815.6,415,1,3,4,134,At-Risk High Value,3
CUST-01846,2026-05-03 08:27:21,6,6289.6,58,4,5,5,455,VIP Champions,0
CUST-01847,2025-12-31 21:44:50,5,4533.05,181,3,4,4,344,Loyal Customers,2
CUST-01848,2026-03-07 21:16:30,6,2388.9,115,4,5,3,453,Loyal Customers,2
CUST-01849,2025-12-10 20:28:14,2,1629.1399999999999,202,3,1,2,312,Hibernating / Lost,1
CUST-01850,2025-07-09 23:40:22,8,5102.29,356,2,5,5,255,At-Risk High Value,0
CUST-01851,2025-10-03 16:11:50,3,2371.71,270,2,2,3,223,Hibernating / Lost,1
CUST-01852,2026-06-11 13:41:54,5,4641.15,19,5,4,4,544,VIP Champions,2
CUST-01853,2026-03-30 22:16:18,8,5232.39,92,4,5,5,455,VIP Champions,0
CUST-01854,2026-02-05 07:18:48,2,984.2,145,3,1,1,311,Hibernating / Lost,1
CUST-01855,2025-11-25 12:08:44,4,3880.87,217,2,3,4,234,At-Risk High Value,2
CUST-01856,2026-02-02 15:15:23,7,6130.87,148,3,5,5,355,Loyal Customers,0
CUST-01857,2025-10-08 17:14:51,3,2675.67,265,2,2,3,223,Hibernating / Lost,1
CUST-01858,2026-04-21 14:54:40,4,3459.68,70,4,3,4,434,Loyal Customers,2
CUST-01859,2025-12-02 10:27:25,2,717.66,210,3,1,1,311,Hibernating / Lost,1
CUST-01860,2024-07-12 16:57:17,2,946.6500000000001,718,1,1,1,111,Hibernating / Lost,3
CUST-01861,2025-09-19 23:05:17,3,3981.37,284,2,2,4,224,Hibernating / Lost,1
CUST-01862,2025-11-21 12:21:33,3,2136.04,221,2,2,2,222,Hibernating / Lost,1
CUST-01863,2026-06-24 10:43:35,4,2883.0499999999997,6,5,3,3,533,Loyal Customers,2
CUST-01864,2025-06-12 14:43:09,2,1976.43,383,1,1,2,112,Hibernating / Lost,3
CUST-01865,2025-10-27 18:56:19,3,4339.05,246,2,2,4,224,Hibernating / Lost,1
CUST-01866,2026-05-30 01:45:01,3,981.5899999999999,31,5,2,1,521,New / Recent Customers,1
CUST-01867,2025-01-05 06:40:31,2,1159.25,541,1,1,1,111,Hibernating / Lost,3
CUST-01868,2026-06-22 20:49:20,8,3875.33,8,5,5,4,554,VIP Champions,2
CUST-01869,2026-06-08 21:43:06,5,4859.45,22,5,4,5,545,VIP Champions,2
CUST-01870,2026-03-09 23:46:55,6,3104.9500000000003,113,4,5,3,453,Loyal Customers,2
CUST-01871,2026-06-10 10:45:54,3,3217.71,20,5,2,4,524,New / Recent Customers,1
CUST-01872,2026-05-14 21:13:58,5,4163.58,47,5,4,4,544,VIP Champions,2
CUST-01873,2026-03-17 03:40:18,3,5229.33,105,4,2,5,425,New / Recent Customers,2
CUST-01874,2025-11-29 22:59:42,5,2341.4,213,2,4,3,243,At-Risk High Value,2
CUST-01875,2025-11-10 18:57:26,2,5541.91,232,2,1,5,215,Hibernating / Lost,1
CUST-01876,2026-04-29 10:07:24,10,7582.74,62,4,5,5,455,VIP Champions,0
CUST-01877,2026-01-15 12:40:40,4,1751.05,166,3,3,2,332,Loyal Customers,1
CUST-01878,2026-04-02 00:20:10,5,3677.68,89,4,4,4,444,VIP Champions,2
CUST-01879,2026-04-07 07:04:43,9,6234.3099999999995,84,4,5,5,455,VIP Champions,0
CUST-01880,2025-11-07 21:39:22,4,1562.55,235,2,3,2,232,At-Risk High Value,1
CUST-01881,2026-06-01 15:38:08,3,2251.95,29,5,2,3,523,New / Recent Customers,1
CUST-01883,2026-06-15 15:08:41,5,1894.7199999999998,15,5,4,2,542,Loyal Customers,2
CUST-01884,2026-05-14 09:34:03,6,9956.98,47,5,5,5,555,VIP Champions,0
CUST-01885,2025-12-28 11:44:09,6,3818.68,184,3,5,4,354,Loyal Customers,2
CUST-01886,2026-04-09 00:11:15,7,4313.83,82,4,5,4,454,VIP Champions,2
CUST-01887,2026-05-09 12:18:05,9,7277.22,52,4,5,5,455,VIP Champions,0
CUST-01888,2024-03-23 15:29:38,1,737.03,829,1,1,1,111,Hibernating / Lost,3
CUST-01889,2025-10-11 22:10:59,3,1788.49,262,2,2,2,222,Hibernating / Lost,1
CUST-01890,2026-05-21 21:01:41,8,3059.61,40,5,5,3,553,Loyal Customers,2
CUST-01891,2026-02-09 04:18:49,11,17284.83,141,3,5,5,355,Loyal Customers,0
CUST-01892,2025-06-21 04:04:53,5,2341.06,374,1,4,3,143,At-Risk High Value,2
CUST-01893,2026-03-18 21:54:11,7,4674.3099999999995,104,4,5,4,454,VIP Champions,2
CUST-01894,2026-02-21 18:43:43,3,1018.63,129,3,2,1,321,Hibernating / Lost,1
CUST-01895,2025-12-31 10:40:13,2,407.13,181,3,1,1,311,Hibernating / Lost,1
CUST-01896,2026-05-29 19:04:47,4,2575.15,32,5,3,3,533,Loyal Customers,2
CUST-01897,2025-04-14 11:33:43,6,2175.58,442,1,5,3,153,At-Risk High Value,2
CUST-01898,2025-09-27 20:09:26,4,1275.28,276,2,3,2,232,At-Risk High Value,1
CUST-01899,2026-03-09 08:35:56,8,5140.13,113,4,5,5,455,VIP Champions,0
CUST-01900,2025-09-14 07:45:35,2,1567.54,289,2,1,2,212,Hibernating / Lost,1
CUST-01901,2024-11-30 06:38:49,1,161.84,577,1,1,1,111,Hibernating / Lost,3
CUST-01902,2026-01-14 08:47:47,5,3726.6000000000004,167,3,4,4,344,Loyal Customers,2
CUST-01903,2026-05-11 22:22:47,3,649.04,50,5,2,1,521,New / Recent Customers,1
CUST-01904,2026-01-06 03:10:11,7,2345.71,175,3,5,3,353,Loyal Customers,2
CUST-01905,2025-10-08 20:10:36,5,2929.99,265,2,4,3,243,At-Risk High Value,2
CUST-01906,2025-09-17 02:25:08,2,563.39,286,2,1,1,211,Hibernating / Lost,1
CUST-01907,2025-11-06 10:19:48,2,3544.4800000000005,236,2,1,4,214,Hibernating / Lost,1
CUST-01908,2025-04-19 00:44:41,2,1248.73,437,1,1,2,112,Hibernating / Lost,3
CUST-01909,2026-05-06 21:18:32,2,1449.5300000000002,55,4,1,2,412,New / Recent Customers,1
CUST-01910,2026-05-18 08:52:58,6,5625.58,43,5,5,5,555,VIP Champions,2
CUST-01911,2026-06-07 09:54:07,4,2428.59,23,5,3,3,533,Loyal Customers,1
CUST-01912,2024-10-24 11:12:45,2,337.28000000000003,614,1,1,1,111,Hibernating / Lost,3
CUST-01913,2026-01-20 22:18:28,1,134.52,161,3,1,1,311,Hibernating / Lost,1
CUST-01914,2025-10-25 13:17:36,6,5266.25,248,2,5,5,255,At-Risk High Value,2
CUST-01915,2026-06-19 17:33:44,12,9494.39,11,5,5,5,555,VIP Champions,0
CUST-01916,2026-05-09 12:27:52,5,3090.05,52,4,4,3,443,Loyal Customers,2
CUST-01917,2024-12-11 22:50:45,1,985.5,566,1,1,1,111,Hibernating / Lost,3
CUST-01918,2026-03-01 22:23:42,4,1128.42,121,3,3,1,331,Loyal Customers,1
CUST-01919,2025-11-19 18:19:48,4,2941.79,223,2,3,3,233,At-Risk High Value,1
CUST-01920,2026-05-09 06:25:10,2,1865.2,52,4,1,2,412,New / Recent Customers,1
CUST-01921,2025-01-17 07:38:25,2,546.6899999999999,529,1,1,1,111,Hibernating / Lost,3
CUST-01922,2026-05-25 14:06:09,5,1935.77,36,5,4,2,542,Loyal Customers,2
CUST-01923,2026-05-16 06:57:52,5,2981.23,45,5,4,3,543,Loyal Customers,2
CUST-01924,2026-05-27 01:02:24,3,2381.66,34,5,2,3,523,New / Recent Customers,1
CUST-01925,2024-03-18 17:10:49,1,9.95,834,1,1,1,111,Hibernating / Lost,3
CUST-01926,2026-03-10 20:45:17,2,2048.07,112,4,1,2,412,New / Recent Customers,1
CUST-01927,2026-06-24 04:07:04,5,1226.29,6,5,4,1,541,Loyal Customers,2
CUST-01928,2026-06-29 20:27:55,4,3064.62,1,5,3,3,533,Loyal Customers,2
CUST-01929,2026-06-06 19:19:33,5,4220.35,24,5,4,4,544,VIP Champions,2
CUST-01930,2025-09-04 08:16:43,4,1361.3600000000001,299,2,3,2,232,At-Risk High Value,1
CUST-01931,2026-06-15 08:50:37,2,780.61,15,5,1,1,511,New / Recent Customers,1
CUST-01932,2026-03-04 00:41:55,7,6764.52,118,3,5,5,355,Loyal Customers,0
CUST-01933,2026-03-10 20:43:29,8,3952.66,112,4,5,4,454,VIP Champions,2
CUST-01934,2025-07-18 11:32:14,5,2275.45,347,2,4,3,243,At-Risk High Value,2
CUST-01935,2026-01-14 21:56:08,6,6606.46,167,3,5,5,355,Loyal Customers,0
CUST-01936,2026-04-27 02:57:12,5,4075.75,64,4,4,4,444,VIP Champions,2
CUST-01937,2026-01-28 23:52:40,1,1072.6,153,3,1,1,311,Hibernating / Lost,1
CUST-01938,2024-09-02 21:56:34,3,2081.2,666,1,2,2,122,Hibernating / Lost,3
CUST-01939,2024-10-14 02:08:10,3,2997.5299999999997,624,1,2,3,123,Hibernating / Lost,3
CUST-01940,2024-08-08 08:00:23,3,687.4399999999999,691,1,2,1,121,Hibernating / Lost,3
CUST-01941,2026-04-26 17:25:51,3,2044.3799999999999,65,4,2,2,422,New / Recent Customers,1
CUST-01942,2026-04-29 01:56:34,3,1408.19,62,4,2,2,422,New / Recent Customers,1
CUST-01943,2026-06-29 11:55:38,4,1802.47,1,5,3,2,532,Loyal Customers,1
CUST-01944,2026-06-19 03:17:47,4,1629.59,11,5,3,2,532,Loyal Customers,1
CUST-01945,2026-03-08 23:56:33,6,8552.43,114,4,5,5,455,VIP Champions,0
CUST-01946,2026-06-08 09:05:05,6,2950.01,22,5,5,3,553,Loyal Customers,2
CUST-01947,2026-03-20 17:14:10,7,9268.22,102,4,5,5,455,VIP Champions,0
CUST-01948,2025-12-18 14:39:10,2,1399.29,194,3,1,2,312,Hibernating / Lost,1
CUST-01949,2026-06-21 12:18:29,8,3342.24,9,5,5,4,554,VIP Champions,2
CUST-01950,2026-04-17 04:12:13,4,4661.65,74,4,3,4,434,Loyal Customers,2
CUST-01951,2025-12-05 16:00:20,3,1693.23,207,3,2,2,322,Hibernating / Lost,1
CUST-01952,2025-09-30 18:20:05,8,8180.74,273,2,5,5,255,At-Risk High Value,0
CUST-01953,2026-05-17 19:05:24,2,605.71,44,5,1,1,511,New / Recent Customers,1
CUST-01954,2026-04-04 01:45:06,5,2858.37,87,4,4,3,443,Loyal Customers,2
CUST-01955,2025-04-03 03:51:34,2,1222.71,453,1,1,1,111,Hibernating / Lost,3
CUST-01956,2025-09-13 11:17:40,4,2399.04,290,2,3,3,233,At-Risk High Value,1
CUST-01957,2025-10-08 08:42:09,2,1132.98,265,2,1,1,211,Hibernating / Lost,1
CUST-01958,2025-11-01 00:34:39,5,2387.55,241,2,4,3,243,At-Risk High Value,2
CUST-01959,2026-06-21 00:39:39,8,5090.89,9,5,5,5,555,VIP Champions,0
CUST-01960,2026-06-26 23:29:12,5,3026.72,4,5,4,3,543,Loyal Customers,2
CUST-01961,2025-11-05 10:07:12,5,3819.08,237,2,4,4,244,At-Risk High Value,2
CUST-01962,2026-06-03 15:50:10,4,5178.929999999999,27,5,3,5,535,Loyal Customers,2
CUST-01963,2024-11-12 05:50:38,1,353.56,595,1,1,1,111,Hibernating / Lost,3
CUST-01964,2026-03-25 16:50:28,5,2994.06,97,4,4,3,443,Loyal Customers,2
CUST-01965,2026-05-18 11:33:30,3,1469.04,43,5,2,2,522,New / Recent Customers,1
CUST-01966,2024-02-29 12:30:59,1,48.21,852,1,1,1,111,Hibernating / Lost,3
CUST-01967,2026-02-25 05:29:39,4,4077.7,125,3,3,4,334,Loyal Customers,2
CUST-01968,2025-09-04 19:58:09,4,3208.85,299,2,3,4,234,At-Risk High Value,2
CUST-01969,2026-03-18 09:44:09,7,4045.18,104,4,5,4,454,VIP Champions,2
CUST-01970,2025-03-12 17:36:55,1,476.82,475,1,1,1,111,Hibernating / Lost,3
CUST-01971,2024-12-23 11:17:27,2,767.6199999999999,554,1,1,1,111,Hibernating / Lost,3
CUST-01972,2025-05-28 15:56:36,4,1939.24,398,1,3,2,132,At-Risk High Value,3
CUST-01973,2025-08-15 12:20:33,4,3018.46,319,2,3,3,233,At-Risk High Value,1
CUST-01974,2025-08-23 19:07:25,6,4246.4,311,2,5,4,254,At-Risk High Value,2
