order_id,warehouse_id,courier_partner,shipping_date,delivery_date,delay_reason,delivery_status
ORD-006880,WH-06,DHL Supply Chain,2025-02-17 05:49:51,2025-02-20 05:49:51,None,Delivered
ORD-006881,WH-05,Amazon Logistics,2025-02-17 16:03:32,2025-02-19 16:03:32,None,Delivered
ORD-006882,WH-02,USPS Priority,2025-02-18 20:02:00,2025-02-20 20:02:00,None,Delivered
ORD-006883,WH-01,DHL Supply Chain,2025-02-17 21:02:34,2025-02-19 21:02:34,None,Delivered
ORD-006884,WH-04,USPS Priority,2025-02-17 12:22:31,2025-02-19 12:22:31,None,Delivered
ORD-006885,WH-06,Amazon Logistics,2025-02-18 18:43:41,2025-02-22 18:43:41,Incorrect Address,Delayed
ORD-006886,WH-02,FedEx Express,2025-02-18 16:04:36,2025-02-19 16:04:36,None,Delivered
ORD-006887,WH-04,DHL Supply Chain,2025-02-18 14:34:16,2025-02-20 14:34:16,None,Delivered
ORD-006888,WH-06,DHL Supply Chain,2025-02-18 00:48:04,2025-02-19 00:48:04,None,Delivered
ORD-006889,WH-03,DHL Supply Chain,2025-02-18 17:00:18,2025-02-19 17:00:18,None,Delivered
ORD-006890,WH-04,Amazon Logistics,2025-02-17 21:08:59,2025-02-20 21:08:59,None,Delivered
ORD-006891,WH-03,DHL Supply Chain,2025-02-18 03:21:43,2025-02-27 03:21:43,Incorrect Address,Delayed
ORD-006892,WH-08,DHL Supply Chain,2025-02-18 14:28:18,2025-02-19 14:28:18,None,Delivered
ORD-006893,WH-01,FedEx Express,2025-02-17 15:46:53,2025-02-19 15:46:53,None,Delivered
ORD-006894,WH-08,DHL Supply Chain,2025-02-19 06:38:09,2025-02-21 06:38:09,None,Delivered
ORD-006895,WH-04,FedEx Express,2025-02-18 12:12:33,2025-02-24 12:12:33,Incorrect Address,Delayed
ORD-006896,WH-01,Amazon Logistics,2025-02-19 03:25:19,2025-02-22 03:25:19,None,Delivered
ORD-006897,WH-03,Amazon Logistics,2025-02-18 19:41:26,2025-02-24 19:41:26,Customs Delay,Delayed
ORD-006898,WH-07,DHL Supply Chain,2025-02-19 03:50:39,2025-02-21 03:50:39,None,Delivered
ORD-006899,WH-05,FedEx Express,2025-02-19 09:18:26,2025-02-22 09:18:26,None,Delivered
ORD-006900,WH-05,FedEx Express,2025-02-19 06:09:02,2025-02-22 06:09:02,None,Delivered
ORD-006901,WH-04,FedEx Express,2025-02-19 08:09:02,2025-02-21 08:09:02,None,Delivered
ORD-006902,WH-02,DHL Supply Chain,2025-02-20 01:53:33,2025-02-23 01:53:33,None,Delivered
ORD-006903,WH-08,UPS Ground,2025-02-19 13:54:28,2025-02-22 13:54:28,None,Delivered
ORD-006904,WH-06,FedEx Express,2025-02-19 19:16:21,2025-02-22 19:16:21,None,Delivered
ORD-006905,WH-05,UPS Ground,2025-02-19 00:15:40,2025-02-27 00:15:40,Traffic & Vehicle Breakdown,Delayed
ORD-006906,WH-06,DHL Supply Chain,2025-02-18 22:37:49,2025-02-21 22:37:49,None,Delivered
ORD-006907,WH-08,UPS Ground,2025-02-20 01:24:34,2025-02-23 01:24:34,None,Delivered
ORD-006908,WH-01,USPS Priority,2025-02-19 09:43:56,2025-02-23 09:43:56,Customs Delay,Delayed
ORD-006909,WH-07,USPS Priority,2025-02-18 15:12:52,2025-02-21 15:12:52,None,Delivered
ORD-006910,WH-08,UPS Ground,2025-02-19 19:14:09,2025-02-28 19:14:09,Incorrect Address,Delayed
ORD-006912,WH-05,UPS Ground,2025-02-19 21:33:53,2025-02-22 21:33:53,None,Delivered
ORD-006913,WH-08,Amazon Logistics,2025-02-20 03:41:30,2025-02-22 03:41:30,None,Delivered
ORD-006914,WH-02,UPS Ground,2025-02-20 17:19:18,2025-02-23 17:19:18,None,Delivered
ORD-006915,WH-02,FedEx Express,2025-02-19 16:25:40,2025-02-27 16:25:40,Customs Delay,Delayed
ORD-006916,WH-08,USPS Priority,2025-02-19 16:29:41,2025-02-27 16:29:41,Customs Delay,Delayed
ORD-006917,WH-06,UPS Ground,2025-02-20 20:15:44,2025-02-21 20:15:44,None,Delivered
ORD-006918,WH-03,DHL Supply Chain,2025-02-20 00:05:10,2025-02-22 00:05:10,None,Delivered
ORD-006919,WH-06,DHL Supply Chain,2025-02-20 23:47:44,2025-02-21 23:47:44,None,Delivered
ORD-006920,WH-03,FedEx Express,2025-02-20 11:16:21,2025-02-21 11:16:21,None,Delivered
ORD-006921,WH-03,DHL Supply Chain,2025-02-20 09:30:22,2025-02-22 09:30:22,None,Delivered
ORD-006922,WH-02,UPS Ground,2025-02-19 22:47:45,2025-02-20 22:47:45,None,Delivered
ORD-006923,WH-08,FedEx Express,2025-02-20 11:26:13,2025-02-22 11:26:13,None,Delivered
ORD-006924,WH-02,Amazon Logistics,2025-02-20 14:29:53,2025-02-23 14:29:53,None,Delivered
ORD-006925,WH-07,FedEx Express,2025-02-20 09:11:30,2025-02-23 09:11:30,None,Delivered
ORD-006926,WH-01,Amazon Logistics,2025-02-20 07:57:24,2025-02-22 07:57:24,None,Delivered
ORD-006927,WH-05,UPS Ground,2025-02-21 15:23:28,2025-02-22 15:23:28,None,Delivered
ORD-006928,WH-03,Amazon Logistics,2025-02-21 08:40:36,2025-02-22 08:40:36,None,Delivered
ORD-006929,WH-07,DHL Supply Chain,2025-02-20 04:17:12,2025-02-22 04:17:12,None,Delivered
ORD-006930,WH-07,DHL Supply Chain,2025-02-20 18:17:36,2025-02-22 18:17:36,None,Delivered
ORD-006931,WH-04,UPS Ground,2025-02-20 17:42:21,2025-02-22 17:42:21,None,Delivered
ORD-006932,WH-01,DHL Supply Chain,2025-02-20 17:07:46,2025-02-23 17:07:46,None,Delivered
ORD-006933,WH-07,USPS Priority,2025-02-20 21:55:32,2025-02-26 21:55:32,Traffic & Vehicle Breakdown,Delayed
ORD-006934,WH-05,UPS Ground,2025-02-20 16:02:32,2025-02-23 16:02:32,None,Delivered
ORD-006935,WH-03,DHL Supply Chain,2025-02-22 02:36:01,2025-02-25 02:36:01,None,Delivered
ORD-006936,WH-08,FedEx Express,2025-02-20 18:07:44,2025-02-22 18:07:44,None,Delivered
ORD-006937,WH-03,UPS Ground,2025-02-20 23:09:58,2025-02-23 23:09:58,None,Delivered
ORD-006938,WH-02,UPS Ground,2025-02-21 12:39:14,2025-02-24 12:39:14,None,Delivered
ORD-006939,WH-04,USPS Priority,2025-02-21 19:07:41,2025-02-22 19:07:41,None,Delivered
ORD-006940,WH-08,UPS Ground,2025-02-21 05:43:00,2025-02-24 05:43:00,None,Delivered
ORD-006942,WH-07,FedEx Express,2025-02-22 07:47:08,2025-02-24 07:47:08,None,Delivered
ORD-006944,WH-05,FedEx Express,2025-02-22 10:59:25,2025-02-24 10:59:25,None,Delivered
ORD-006945,WH-01,UPS Ground,2025-02-22 19:12:36,2025-02-23 19:12:36,None,Delivered
ORD-006946,WH-04,FedEx Express,2025-02-22 02:38:15,2025-02-24 02:38:15,None,Delivered
ORD-006949,WH-03,UPS Ground,2025-02-21 17:33:33,2025-02-23 17:33:33,None,Delivered
ORD-006950,WH-06,FedEx Express,2025-02-21 23:45:14,2025-02-28 23:45:14,Weather Disruption,Delayed
ORD-006951,WH-02,UPS Ground,2025-02-22 02:50:19,2025-02-23 02:50:19,None,Delivered
ORD-006952,WH-05,USPS Priority,2025-02-22 14:37:38,2025-02-25 14:37:38,None,Delivered
ORD-006953,WH-03,Amazon Logistics,2025-02-22 23:20:53,2025-02-25 23:20:53,None,Delivered
ORD-006954,WH-03,Amazon Logistics,2025-02-22 07:59:50,2025-02-25 07:59:50,None,Delivered
ORD-006955,WH-08,UPS Ground,2025-02-22 01:11:13,2025-02-24 01:11:13,None,Delivered
ORD-006956,WH-04,USPS Priority,2025-02-22 15:37:31,2025-02-24 15:37:31,None,Delivered
ORD-006957,WH-07,USPS Priority,2025-02-22 16:50:32,2025-02-25 16:50:32,None,Delivered
ORD-006958,WH-02,FedEx Express,2025-02-23 11:41:31,2025-02-26 11:41:31,None,Delivered
ORD-006959,WH-05,FedEx Express,2025-02-22 15:50:36,2025-02-24 15:50:36,None,Delivered
ORD-006960,WH-05,USPS Priority,2025-02-23 14:34:55,2025-02-26 14:34:55,None,Delivered
ORD-006961,WH-01,FedEx Express,2025-02-22 08:01:18,2025-02-25 08:01:18,None,Delivered
ORD-006962,WH-06,DHL Supply Chain,2025-02-23 13:02:04,2025-02-24 13:02:04,None,Delivered
ORD-006963,WH-04,FedEx Express,2025-02-23 16:00:08,2025-03-03 16:00:08,Customs Delay,Delayed
ORD-006964,WH-07,Amazon Logistics,2025-02-23 23:18:39,2025-02-26 23:18:39,None,Delivered
ORD-006965,WH-05,FedEx Express,2025-02-22 07:51:33,2025-02-24 07:51:33,None,Delivered
ORD-006967,WH-06,DHL Supply Chain,2025-02-22 11:10:52,2025-03-04 11:10:52,Warehouse Bottleneck,Delayed
ORD-006968,WH-01,FedEx Express,2025-02-23 07:13:18,2025-02-25 07:13:18,None,Delivered
ORD-006969,WH-06,FedEx Express,2025-02-23 06:27:34,2025-02-26 06:27:34,None,Delivered
ORD-006970,WH-01,FedEx Express,2025-02-24 04:46:00,2025-02-27 04:46:00,None,Delivered
ORD-006971,WH-07,UPS Ground,2025-02-24 02:14:46,2025-02-27 02:14:46,None,Delivered
ORD-006972,WH-03,FedEx Express,2025-02-23 00:28:39,2025-02-25 00:28:39,None,Delivered
ORD-006973,WH-03,Amazon Logistics,2025-02-22 16:30:18,2025-02-23 16:30:18,None,Delivered
ORD-006974,WH-01,UPS Ground,2025-02-23 16:19:59,2025-02-24 16:19:59,None,Delivered
ORD-006975,WH-02,FedEx Express,2025-02-22 17:56:53,2025-02-25 17:56:53,None,Delivered
ORD-006976,WH-08,DHL Supply Chain,2025-02-22 22:18:21,2025-02-23 22:18:21,None,Delivered
ORD-006977,WH-07,Amazon Logistics,2025-02-23 10:00:18,2025-02-24 10:00:18,None,Delivered
ORD-006978,WH-02,USPS Priority,2025-02-23 16:47:08,2025-02-24 16:47:08,None,Delivered
ORD-006979,WH-01,UPS Ground,2025-02-23 08:44:15,2025-02-24 08:44:15,None,Delivered
ORD-006980,WH-03,UPS Ground,2025-02-23 08:44:30,2025-02-26 08:44:30,None,Delivered
ORD-006981,WH-07,Amazon Logistics,2025-02-24 19:15:08,2025-02-25 19:15:08,None,Delivered
ORD-006982,WH-05,DHL Supply Chain,2025-02-23 00:52:40,2025-02-24 00:52:40,None,Delivered
ORD-006983,WH-05,UPS Ground,2025-02-23 21:53:20,2025-02-24 21:53:20,None,Delivered
ORD-006984,WH-05,UPS Ground,2025-02-24 18:13:54,2025-02-26 18:13:54,None,Delivered
ORD-006985,WH-04,UPS Ground,2025-02-23 09:40:00,2025-02-26 09:40:00,None,Delivered
ORD-006986,WH-03,Amazon Logistics,2025-02-25 05:47:05,2025-03-01 05:47:05,Weather Disruption,Delayed
ORD-006987,WH-04,Amazon Logistics,2025-02-23 19:03:02,2025-02-26 19:03:02,None,Delivered
ORD-006988,WH-03,FedEx Express,2025-02-24 21:19:50,2025-02-25 21:19:50,None,Delivered
ORD-006989,WH-05,USPS Priority,2025-02-25 05:59:50,2025-03-01 05:59:50,Incorrect Address,Delayed
ORD-006990,WH-08,FedEx Express,2025-02-25 02:16:46,2025-03-02 02:16:46,Warehouse Bottleneck,Delayed
ORD-006991,WH-04,Amazon Logistics,2025-02-24 02:14:05,2025-02-26 02:14:05,None,Delivered
ORD-006992,WH-02,FedEx Express,2025-02-25 08:49:17,2025-02-27 08:49:17,None,Delivered
ORD-006993,WH-03,Amazon Logistics,2025-02-25 07:51:35,2025-02-28 07:51:35,None,Delivered
ORD-006994,WH-05,FedEx Express,2025-02-24 20:59:55,2025-02-26 20:59:55,None,Delivered
ORD-006995,WH-05,FedEx Express,2025-02-23 23:01:34,2025-02-26 23:01:34,None,Delivered
ORD-006996,WH-08,FedEx Express,2025-02-25 01:50:53,2025-02-27 01:50:53,None,Delivered
ORD-006997,WH-04,Amazon Logistics,2025-02-25 00:54:22,2025-03-03 00:54:22,Weather Disruption,Delayed
ORD-006998,WH-04,FedEx Express,2025-02-24 01:27:40,2025-02-25 01:27:40,None,Delivered
ORD-006999,WH-01,USPS Priority,2025-02-25 04:19:06,2025-03-02 04:19:06,Traffic & Vehicle Breakdown,Delayed
ORD-007000,WH-01,DHL Supply Chain,2025-02-24 13:50:36,2025-02-25 13:50:36,None,Delivered
ORD-007001,WH-02,UPS Ground,2025-02-25 02:57:06,2025-02-28 02:57:06,None,Delivered
ORD-007002,WH-03,Amazon Logistics,2025-02-25 08:32:31,2025-03-06 08:32:31,Customs Delay,Delayed
ORD-007003,WH-07,USPS Priority,2025-02-24 20:17:03,2025-02-26 20:17:03,None,Delivered
ORD-007004,WH-06,DHL Supply Chain,2025-02-26 01:11:31,2025-03-01 01:11:31,None,Delivered
ORD-007005,WH-08,UPS Ground,2025-02-25 16:15:32,2025-02-26 16:15:32,None,Delivered
ORD-007006,WH-03,DHL Supply Chain,2025-02-26 11:16:04,2025-03-01 11:16:04,None,Delivered
ORD-007007,WH-03,FedEx Express,2025-02-24 20:25:31,2025-02-25 20:25:31,None,Delivered
ORD-007008,WH-03,UPS Ground,2025-02-25 03:16:11,2025-02-26 03:16:11,None,Delivered
ORD-007009,WH-04,DHL Supply Chain,2025-02-25 05:56:13,2025-02-26 05:56:13,None,Delivered
ORD-007010,WH-04,UPS Ground,2025-02-26 02:02:17,2025-02-28 02:02:17,None,Delivered
ORD-007011,WH-03,FedEx Express,2025-02-25 08:08:25,2025-02-28 08:08:25,None,Delivered
ORD-007012,WH-01,UPS Ground,2025-02-25 22:11:17,2025-02-28 22:11:17,None,Delivered
ORD-007013,WH-01,USPS Priority,2025-02-26 11:46:06,2025-02-28 11:46:06,None,Delivered
ORD-007014,WH-01,DHL Supply Chain,2025-02-26 18:30:51,2025-03-04 18:30:51,Warehouse Bottleneck,Delayed
ORD-007016,WH-02,DHL Supply Chain,2025-02-25 13:12:23,2025-02-26 13:12:23,None,Delivered
ORD-007017,WH-03,Amazon Logistics,2025-02-26 18:37:27,2025-02-28 18:37:27,None,Delivered
ORD-007018,WH-06,FedEx Express,2025-02-26 06:31:05,2025-02-27 06:31:05,None,Delivered
ORD-007020,WH-04,DHL Supply Chain,2025-02-26 19:37:30,2025-03-01 19:37:30,None,Delivered
ORD-007021,WH-06,FedEx Express,2025-02-25 14:58:39,2025-02-26 14:58:39,None,Delivered
ORD-007022,WH-04,DHL Supply Chain,2025-02-26 05:54:12,2025-02-28 05:54:12,None,Delivered
ORD-007023,WH-05,UPS Ground,2025-02-26 04:16:04,2025-02-27 04:16:04,None,Delivered
ORD-007024,WH-06,USPS Priority,2025-02-27 09:02:13,2025-03-02 09:02:13,None,Delivered
ORD-007025,WH-04,Amazon Logistics,2025-02-26 11:12:04,2025-02-28 11:12:04,None,Delivered
ORD-007026,WH-06,UPS Ground,2025-02-27 15:20:32,2025-03-09 15:20:32,Incorrect Address,Delayed
ORD-007027,WH-01,Amazon Logistics,2025-02-26 22:52:36,2025-02-27 22:52:36,None,Delivered
ORD-007028,WH-05,UPS Ground,2025-02-26 23:41:50,2025-02-28 23:41:50,None,Delivered
ORD-007029,WH-06,UPS Ground,2025-02-26 07:44:16,2025-02-27 07:44:16,None,Delivered
ORD-007030,WH-06,FedEx Express,2025-02-27 11:02:24,2025-02-28 11:02:24,None,Delivered
ORD-007031,WH-04,FedEx Express,2025-02-26 06:34:44,2025-03-02 06:34:44,Incorrect Address,Delayed
ORD-007032,WH-07,Amazon Logistics,2025-02-26 13:53:23,2025-03-01 13:53:23,None,Delivered
ORD-007033,WH-05,FedEx Express,2025-02-27 18:28:03,2025-03-01 18:28:03,None,Delivered
ORD-007034,WH-08,DHL Supply Chain,2025-02-27 05:42:16,2025-03-02 05:42:16,None,Delivered
ORD-007035,WH-06,DHL Supply Chain,2025-02-26 23:13:15,2025-02-27 23:13:15,None,Delivered
ORD-007036,WH-05,FedEx Express,2025-02-28 01:42:58,2025-03-02 01:42:58,None,Delivered
ORD-007037,WH-07,USPS Priority,2025-02-27 14:29:40,2025-03-08 14:29:40,Traffic & Vehicle Breakdown,Delayed
ORD-007038,WH-03,FedEx Express,2025-02-28 14:43:37,2025-03-02 14:43:37,None,Delivered
ORD-007039,WH-01,USPS Priority,2025-02-27 08:02:53,2025-02-28 08:02:53,None,Delivered
ORD-007040,WH-06,UPS Ground,2025-02-28 15:55:26,2025-03-02 15:55:26,None,Delivered
ORD-007041,WH-02,USPS Priority,2025-02-27 10:36:41,2025-02-28 10:36:41,None,Delivered
ORD-007042,WH-06,FedEx Express,2025-02-28 03:28:33,2025-03-01 03:28:33,None,Delivered
ORD-007043,WH-05,DHL Supply Chain,2025-02-27 11:47:36,2025-03-02 11:47:36,None,Delivered
ORD-007044,WH-07,USPS Priority,2025-02-28 13:58:46,2025-03-03 13:58:46,None,Delivered
ORD-007045,WH-01,UPS Ground,2025-03-01 07:50:58,2025-03-03 07:50:58,None,Delivered
ORD-007046,WH-01,DHL Supply Chain,2025-02-28 11:41:16,2025-03-02 11:41:16,None,Delivered
ORD-007047,WH-08,UPS Ground,2025-02-27 17:49:17,2025-03-01 17:49:17,None,Delivered
ORD-007048,WH-05,FedEx Express,2025-02-28 04:13:30,2025-03-02 04:13:30,None,Delivered
ORD-007049,WH-04,UPS Ground,2025-02-28 06:08:20,2025-03-06 06:08:20,Warehouse Bottleneck,Delayed
ORD-007050,WH-04,FedEx Express,2025-02-28 06:41:58,2025-03-03 06:41:58,None,Delivered
ORD-007051,WH-02,FedEx Express,2025-02-28 17:47:30,2025-03-02 17:47:30,None,Delivered
ORD-007052,WH-01,UPS Ground,2025-03-01 20:05:01,2025-03-02 20:05:01,None,Delivered
ORD-007053,WH-08,FedEx Express,2025-02-28 10:29:39,2025-03-03 10:29:39,None,Delivered
ORD-007054,WH-05,FedEx Express,2025-02-28 18:40:03,2025-03-01 18:40:03,None,Delivered
ORD-007056,WH-02,FedEx Express,2025-03-01 04:12:55,2025-03-03 04:12:55,None,Delivered
ORD-007057,WH-04,Amazon Logistics,2025-03-02 04:11:39,2025-03-05 04:11:39,None,Delivered
ORD-007058,WH-06,FedEx Express,2025-03-01 04:31:36,2025-03-02 04:31:36,None,Delivered
ORD-007059,WH-03,FedEx Express,2025-03-01 01:34:58,2025-03-02 01:34:58,None,Delivered
ORD-007060,WH-07,UPS Ground,2025-03-01 08:36:37,2025-03-03 08:36:37,None,Delivered
ORD-007061,WH-08,DHL Supply Chain,2025-03-02 04:28:19,2025-03-04 04:28:19,None,Delivered
ORD-007062,WH-08,DHL Supply Chain,2025-03-02 10:53:59,2025-03-04 10:53:59,None,Delivered
ORD-007063,WH-05,DHL Supply Chain,2025-03-01 12:06:26,2025-03-03 12:06:26,None,Delivered
ORD-007064,WH-04,Amazon Logistics,2025-03-01 00:48:25,2025-03-04 00:48:25,None,Delivered
ORD-007065,WH-01,FedEx Express,2025-03-02 04:02:58,2025-03-05 04:02:58,None,Delivered
ORD-007066,WH-01,USPS Priority,2025-03-01 06:45:35,2025-03-02 06:45:35,None,Delivered
ORD-007067,WH-03,FedEx Express,2025-03-01 22:33:03,2025-03-03 22:33:03,None,Delivered
ORD-007068,WH-01,DHL Supply Chain,2025-03-02 04:50:28,2025-03-05 04:50:28,None,Delivered
ORD-007069,WH-05,USPS Priority,2025-03-01 14:17:30,2025-03-10 14:17:30,Incorrect Address,Delayed
ORD-007070,WH-08,UPS Ground,2025-03-02 02:01:33,2025-03-05 02:01:33,None,Delivered
ORD-007071,WH-01,FedEx Express,2025-03-01 10:12:01,2025-03-04 10:12:01,None,Delivered
ORD-007072,WH-02,USPS Priority,2025-03-01 13:37:46,2025-03-04 13:37:46,None,Delivered
ORD-007073,WH-01,Amazon Logistics,2025-03-02 15:07:09,2025-03-03 15:07:09,None,Delivered
ORD-007074,WH-02,DHL Supply Chain,2025-03-02 05:34:03,2025-03-03 05:34:03,None,Delivered
ORD-007076,WH-01,UPS Ground,2025-03-02 08:18:06,2025-03-03 08:18:06,None,Delivered
ORD-007077,WH-01,UPS Ground,2025-03-02 17:38:13,2025-03-04 17:38:13,None,Delivered
ORD-007078,WH-02,UPS Ground,2025-03-01 23:55:49,2025-03-08 23:55:49,Weather Disruption,Delayed
ORD-007079,WH-05,FedEx Express,2025-03-03 11:37:21,2025-03-04 11:37:21,None,Delivered
ORD-007080,WH-01,UPS Ground,2025-03-02 16:04:54,2025-03-03 16:04:54,None,Delivered
ORD-007081,WH-04,FedEx Express,2025-03-01 23:24:18,2025-03-04 23:24:18,None,Delivered
ORD-007082,WH-08,DHL Supply Chain,2025-03-03 07:47:15,2025-03-05 07:47:15,None,Delivered
ORD-007083,WH-07,DHL Supply Chain,2025-03-01 21:18:53,2025-03-03 21:18:53,None,Delivered
ORD-007084,WH-06,FedEx Express,2025-03-03 17:44:45,2025-03-07 17:44:45,Warehouse Bottleneck,Delayed
ORD-007085,WH-04,Amazon Logistics,2025-03-02 23:00:07,2025-03-04 23:00:07,None,Delivered
ORD-007086,WH-07,DHL Supply Chain,2025-03-02 02:56:28,2025-03-03 02:56:28,None,Delivered
ORD-007087,WH-05,FedEx Express,2025-03-02 11:11:23,2025-03-04 11:11:23,None,Delivered
ORD-007088,WH-01,FedEx Express,2025-03-03 23:05:04,2025-03-05 23:05:04,None,Delivered
ORD-007089,WH-04,Amazon Logistics,2025-03-03 14:26:23,2025-03-04 14:26:23,None,Delivered
ORD-007090,WH-06,Amazon Logistics,2025-03-02 12:06:25,2025-03-11 12:06:25,Traffic & Vehicle Breakdown,Delayed
ORD-007091,WH-03,FedEx Express,2025-03-03 11:31:20,2025-03-05 11:31:20,None,Delivered
ORD-007092,WH-04,DHL Supply Chain,2025-03-03 06:25:48,2025-03-05 06:25:48,None,Delivered
ORD-007093,WH-02,UPS Ground,2025-03-02 09:41:17,2025-03-05 09:41:17,None,Delivered
ORD-007094,WH-07,USPS Priority,2025-03-03 06:06:21,2025-03-09 06:06:21,Traffic & Vehicle Breakdown,Delayed
ORD-007095,WH-03,FedEx Express,2025-03-03 06:56:58,2025-03-04 06:56:58,None,Delivered
ORD-007096,WH-01,DHL Supply Chain,2025-03-03 19:46:49,2025-03-04 19:46:49,None,Delivered
ORD-007097,WH-03,FedEx Express,2025-03-03 02:06:26,2025-03-08 02:06:26,Warehouse Bottleneck,Delayed
ORD-007098,WH-01,DHL Supply Chain,2025-03-04 06:34:19,2025-03-06 06:34:19,None,Delivered
ORD-007099,WH-06,DHL Supply Chain,2025-03-03 08:25:04,2025-03-04 08:25:04,None,Delivered
ORD-007100,WH-07,UPS Ground,2025-03-03 00:09:34,2025-03-05 00:09:34,None,Delivered
ORD-007101,WH-03,UPS Ground,2025-03-03 19:05:32,2025-03-04 19:05:32,None,Delivered
ORD-007102,WH-04,USPS Priority,2025-03-04 02:07:05,2025-03-13 02:07:05,Weather Disruption,Delayed
ORD-007103,WH-04,FedEx Express,2025-03-03 04:47:33,2025-03-06 04:47:33,None,Delivered
ORD-007104,WH-02,Amazon Logistics,2025-03-03 22:00:59,2025-03-04 22:00:59,None,Delivered
ORD-007105,WH-02,Amazon Logistics,2025-03-03 16:55:54,2025-03-06 16:55:54,None,Delivered
ORD-007106,WH-08,UPS Ground,2025-03-03 14:20:45,2025-03-06 14:20:45,None,Delivered
ORD-007107,WH-03,Amazon Logistics,2025-03-05 01:25:54,2025-03-08 01:25:54,None,Delivered
ORD-007108,WH-03,DHL Supply Chain,2025-03-04 18:28:34,2025-03-06 18:28:34,None,Delivered
ORD-007109,WH-02,FedEx Express,2025-03-04 08:09:04,2025-03-06 08:09:04,None,Delivered
ORD-007110,WH-03,FedEx Express,2025-03-04 09:42:00,2025-03-05 09:42:00,None,Delivered
ORD-007111,WH-05,FedEx Express,2025-03-04 09:33:17,2025-03-05 09:33:17,None,Delivered
ORD-007112,WH-07,Amazon Logistics,2025-03-04 15:48:22,2025-03-05 15:48:22,None,Delivered
ORD-007113,WH-08,USPS Priority,2025-03-04 06:30:15,2025-03-07 06:30:15,None,Delivered
ORD-007114,WH-07,DHL Supply Chain,2025-03-05 08:47:51,2025-03-07 08:47:51,None,Delivered
ORD-007115,WH-07,UPS Ground,2025-03-04 09:50:31,2025-03-05 09:50:31,None,Delivered
ORD-007116,WH-01,DHL Supply Chain,2025-03-04 15:21:34,2025-03-14 15:21:34,Customs Delay,Delayed
ORD-007117,WH-03,DHL Supply Chain,2025-03-05 15:29:36,2025-03-06 15:29:36,None,Delivered
ORD-007118,WH-05,UPS Ground,2025-03-04 07:53:23,2025-03-11 07:53:23,Traffic & Vehicle Breakdown,Delayed
ORD-007119,WH-08,Amazon Logistics,2025-03-05 06:20:59,2025-03-06 06:20:59,None,Delivered
ORD-007120,WH-07,DHL Supply Chain,2025-03-05 05:53:37,2025-03-06 05:53:37,None,Delivered
ORD-007121,WH-01,UPS Ground,2025-03-05 08:11:02,2025-03-14 08:11:02,Customs Delay,Delayed
ORD-007122,WH-05,FedEx Express,2025-03-04 04:52:25,2025-03-05 04:52:25,None,Delivered
ORD-007123,WH-06,DHL Supply Chain,2025-03-04 06:57:55,2025-03-05 06:57:55,None,Delivered
ORD-007124,WH-04,FedEx Express,2025-03-04 08:16:37,2025-03-06 08:16:37,None,Delivered
ORD-007125,WH-03,Amazon Logistics,2025-03-04 07:20:00,2025-03-07 07:20:00,None,Delivered
ORD-007126,WH-04,FedEx Express,2025-03-05 08:09:58,2025-03-08 08:09:58,None,Delivered
ORD-007127,WH-07,Amazon Logistics,2025-03-06 00:41:35,2025-03-07 00:41:35,None,Delivered
ORD-007128,WH-08,UPS Ground,2025-03-04 22:04:17,2025-03-06 22:04:17,None,Delivered
ORD-007129,WH-02,UPS Ground,2025-03-06 08:48:46,2025-03-09 08:48:46,None,Delivered
ORD-007130,WH-07,Amazon Logistics,2025-03-04 17:07:11,2025-03-07 17:07:11,None,Delivered
ORD-007131,WH-07,DHL Supply Chain,2025-03-06 03:33:17,2025-03-07 03:33:17,None,Delivered
ORD-007133,WH-02,FedEx Express,2025-03-04 18:00:58,2025-03-05 18:00:58,None,Delivered
ORD-007134,WH-04,USPS Priority,2025-03-06 09:30:36,2025-03-14 09:30:36,Customs Delay,Delayed
ORD-007135,WH-08,DHL Supply Chain,2025-03-05 20:15:20,2025-03-06 20:15:20,None,Delivered
ORD-007136,WH-07,FedEx Express,2025-03-04 21:02:52,2025-03-06 21:02:52,None,Delivered
ORD-007137,WH-04,DHL Supply Chain,2025-03-05 09:08:28,2025-03-08 09:08:28,None,Delivered
ORD-007138,WH-06,DHL Supply Chain,2025-03-05 01:44:56,2025-03-08 01:44:56,None,Delivered
ORD-007139,WH-07,USPS Priority,2025-03-06 18:23:43,2025-03-08 18:23:43,None,Delivered
ORD-007140,WH-01,DHL Supply Chain,2025-03-05 23:03:12,2025-03-08 23:03:12,None,Delivered
ORD-007141,WH-01,FedEx Express,2025-03-06 19:09:47,2025-03-16 19:09:47,Weather Disruption,Delayed
ORD-007142,WH-01,FedEx Express,2025-03-06 14:24:26,2025-03-08 14:24:26,None,Delivered
ORD-007143,WH-03,FedEx Express,2025-03-06 03:21:48,2025-03-15 03:21:48,Incorrect Address,Delayed
ORD-007144,WH-01,Amazon Logistics,2025-03-06 02:52:53,2025-03-08 02:52:53,None,Delivered
ORD-007145,WH-07,FedEx Express,2025-03-05 23:52:07,2025-03-06 23:52:07,None,Delivered
ORD-007146,WH-05,DHL Supply Chain,2025-03-05 10:08:55,2025-03-07 10:08:55,None,Delivered
ORD-007147,WH-04,UPS Ground,2025-03-06 09:14:22,2025-03-10 09:14:22,Warehouse Bottleneck,Delayed
