campaign_id,customer_id,campaign_type,marketing_cost,conversion_status,revenue_generated
CMP-02000,CUST-02273,Google PPC,55.55,Not Converted,0.0
CMP-02001,CUST-03041,Google PPC,45.79,Not Converted,0.0
CMP-02002,CUST-00170,Affiliate Promo,64.17,Not Converted,0.0
CMP-02003,CUST-02191,Influencer Sponsor,73.3,Converted,337.79
CMP-02004,CUST-02842,Email Retargeting,11.28,Not Converted,0.0
CMP-02005,CUST-03220,Meta Paid Ads,26.14,Converted,129.42
CMP-02006,CUST-03018,Email Retargeting,52.2,Not Converted,0.0
CMP-02007,CUST-01622,Email Retargeting,56.23,Not Converted,0.0
CMP-02008,CUST-01064,Meta Paid Ads,13.32,Not Converted,0.0
CMP-02009,CUST-01702,Affiliate Promo,74.08,Not Converted,0.0
CMP-02010,CUST-01003,Affiliate Promo,19.14,Not Converted,0.0
CMP-02011,CUST-02562,Affiliate Promo,84.4,Not Converted,0.0
CMP-02012,CUST-00355,Google PPC,12.65,Not Converted,0.0
CMP-02013,CUST-00673,Influencer Sponsor,19.29,Not Converted,0.0
CMP-02014,CUST-00240,Google PPC,45.43,Not Converted,0.0
CMP-02015,CUST-01547,Google PPC,56.06,Not Converted,0.0
CMP-02016,CUST-02006,Email Retargeting,31.46,Not Converted,0.0
CMP-02017,CUST-00549,Google PPC,27.52,Not Converted,0.0
CMP-02018,CUST-01229,Affiliate Promo,73.76,Not Converted,0.0
CMP-02019,CUST-01815,Influencer Sponsor,35.72,Not Converted,0.0
CMP-02020,CUST-03465,Meta Paid Ads,10.22,Not Converted,0.0
CMP-02021,CUST-01716,Email Retargeting,83.56,Converted,403.58
CMP-02022,CUST-00171,Google PPC,49.62,Not Converted,0.0
CMP-02023,CUST-02890,Influencer Sponsor,76.26,Not Converted,0.0
CMP-02024,CUST-01337,Influencer Sponsor,50.53,Not Converted,0.0
CMP-02025,CUST-02649,Google PPC,49.55,Converted,344.44
CMP-02026,CUST-03377,Affiliate Promo,19.69,Not Converted,0.0
CMP-02027,CUST-03179,Influencer Sponsor,62.69,Not Converted,0.0
CMP-02028,CUST-01235,Google PPC,26.9,Converted,82.6
CMP-02029,CUST-02209,Email Retargeting,50.45,Converted,156.47
CMP-02030,CUST-00807,Meta Paid Ads,49.35,Not Converted,0.0
CMP-02031,CUST-01096,Google PPC,31.28,Not Converted,0.0
CMP-02032,CUST-01260,Meta Paid Ads,13.13,Converted,83.49
CMP-02033,CUST-00226,Influencer Sponsor,59.41,Converted,416.21
CMP-02034,CUST-03297,Email Retargeting,34.12,Not Converted,0.0
CMP-02035,CUST-02947,Influencer Sponsor,26.54,Converted,154.99
CMP-02036,CUST-03333,Meta Paid Ads,47.29,Not Converted,0.0
CMP-02037,CUST-03202,Meta Paid Ads,59.41,Not Converted,0.0
CMP-02038,CUST-00729,Google PPC,62.0,Converted,354.13
CMP-02039,CUST-01151,Affiliate Promo,60.69,Not Converted,0.0
CMP-02040,CUST-02754,Google PPC,31.22,Not Converted,0.0
CMP-02041,CUST-01238,Meta Paid Ads,80.28,Converted,632.62
CMP-02042,CUST-01543,Email Retargeting,20.25,Not Converted,0.0
CMP-02043,CUST-01261,Meta Paid Ads,75.69,Not Converted,0.0
CMP-02044,CUST-00601,Affiliate Promo,46.64,Not Converted,0.0
CMP-02045,CUST-01578,Google PPC,53.21,Not Converted,0.0
CMP-02046,CUST-02998,Google PPC,55.75,Not Converted,0.0
CMP-02047,CUST-02795,Google PPC,40.16,Converted,130.55
CMP-02048,CUST-00676,Meta Paid Ads,41.53,Not Converted,0.0
CMP-02049,CUST-01847,Google PPC,7.08,Not Converted,0.0
CMP-02050,CUST-03133,Influencer Sponsor,27.14,Converted,166.67
CMP-02051,CUST-00470,Google PPC,59.65,Not Converted,0.0
CMP-02052,CUST-03138,Affiliate Promo,78.94,Not Converted,0.0
CMP-02053,CUST-02187,Google PPC,6.62,Not Converted,0.0
CMP-02054,CUST-00825,Email Retargeting,29.51,Not Converted,0.0
CMP-02055,CUST-02884,Email Retargeting,75.9,Not Converted,0.0
CMP-02056,CUST-01315,Google PPC,35.03,Converted,138.2
CMP-02057,CUST-01340,Google PPC,52.03,Not Converted,0.0
CMP-02058,CUST-00763,Influencer Sponsor,60.59,Not Converted,0.0
CMP-02059,CUST-02967,Google PPC,31.79,Converted,79.51
CMP-02060,CUST-03075,Meta Paid Ads,14.89,Converted,92.13
CMP-02061,CUST-00005,Influencer Sponsor,37.78,Not Converted,0.0
CMP-02062,CUST-02258,Google PPC,47.04,Not Converted,0.0
CMP-02063,CUST-02387,Email Retargeting,13.91,Not Converted,0.0
CMP-02064,CUST-02642,Influencer Sponsor,26.01,Not Converted,0.0
CMP-02065,CUST-00944,Email Retargeting,21.66,Not Converted,0.0
CMP-02066,CUST-00484,Google PPC,64.8,Not Converted,0.0
CMP-02067,CUST-02638,Affiliate Promo,28.0,Converted,189.39
CMP-02068,CUST-00758,Email Retargeting,83.24,Not Converted,0.0
CMP-02069,CUST-03369,Email Retargeting,57.68,Not Converted,0.0
CMP-02070,CUST-00022,Email Retargeting,69.56,Not Converted,0.0
CMP-02071,CUST-03005,Meta Paid Ads,27.71,Not Converted,0.0
CMP-02072,CUST-00809,Email Retargeting,39.95,Converted,110.11
CMP-02073,CUST-02407,Email Retargeting,71.57,Not Converted,0.0
CMP-02074,CUST-00673,Google PPC,12.79,Converted,98.48
CMP-02075,CUST-01869,Meta Paid Ads,70.97,Not Converted,0.0
CMP-02076,CUST-01128,Meta Paid Ads,72.85,Not Converted,0.0
CMP-02077,CUST-00381,Email Retargeting,29.71,Not Converted,0.0
CMP-02078,CUST-00684,Google PPC,50.93,Not Converted,0.0
CMP-02079,CUST-01985,Email Retargeting,56.5,Converted,437.82
CMP-02080,CUST-02093,Influencer Sponsor,26.73,Converted,137.23
CMP-02081,CUST-03392,Google PPC,55.56,Not Converted,0.0
CMP-02082,CUST-01271,Meta Paid Ads,64.78,Converted,452.1
CMP-02083,CUST-01404,Email Retargeting,73.37,Not Converted,0.0
CMP-02084,CUST-03189,Email Retargeting,31.06,Converted,119.43
CMP-02085,CUST-02450,Google PPC,25.92,Not Converted,0.0
CMP-02086,CUST-02326,Meta Paid Ads,32.47,Not Converted,0.0
CMP-02087,CUST-00970,Meta Paid Ads,69.87,Converted,364.62
CMP-02088,CUST-00811,Meta Paid Ads,78.24,Not Converted,0.0
CMP-02089,CUST-00213,Influencer Sponsor,35.07,Not Converted,0.0
CMP-02090,CUST-03253,Influencer Sponsor,46.33,Not Converted,0.0
CMP-02091,CUST-01245,Email Retargeting,35.74,Not Converted,0.0
CMP-02092,CUST-01310,Meta Paid Ads,54.49,Not Converted,0.0
CMP-02093,CUST-01970,Influencer Sponsor,10.76,Not Converted,0.0
CMP-02094,CUST-00253,Google PPC,23.8,Not Converted,0.0
CMP-02095,CUST-03370,Email Retargeting,18.49,Not Converted,0.0
CMP-02096,CUST-02977,Google PPC,54.04,Converted,352.66
CMP-02097,CUST-02001,Google PPC,12.16,Not Converted,0.0
CMP-02098,CUST-00822,Influencer Sponsor,46.29,Converted,312.44
CMP-02099,CUST-03319,Email Retargeting,26.79,Not Converted,0.0
CMP-02100,CUST-00432,Email Retargeting,21.02,Not Converted,0.0
CMP-02101,CUST-01528,Google PPC,48.11,Not Converted,0.0
CMP-02102,CUST-00845,Email Retargeting,84.6,Not Converted,0.0
CMP-02103,CUST-00541,Google PPC,33.27,Not Converted,0.0
CMP-02104,CUST-01603,Influencer Sponsor,70.14,Not Converted,0.0
CMP-02105,CUST-01200,Email Retargeting,72.44,Converted,294.02
CMP-02106,CUST-01794,Email Retargeting,7.68,Not Converted,0.0
CMP-02107,CUST-01854,Google PPC,32.16,Converted,215.53
CMP-02108,CUST-03147,Google PPC,67.31,Not Converted,0.0
CMP-02109,CUST-03287,Meta Paid Ads,83.86,Converted,431.75
CMP-02110,CUST-02439,Google PPC,19.58,Not Converted,0.0
CMP-02111,CUST-00033,Meta Paid Ads,48.13,Not Converted,0.0
CMP-02112,CUST-00998,Meta Paid Ads,67.62,Converted,411.38
CMP-02113,CUST-00734,Influencer Sponsor,21.97,Not Converted,0.0
CMP-02114,CUST-00375,Affiliate Promo,24.13,Not Converted,0.0
CMP-02115,CUST-02941,Google PPC,15.05,Converted,52.25
CMP-02116,CUST-01018,Meta Paid Ads,16.75,Not Converted,0.0
CMP-02117,CUST-00832,Affiliate Promo,80.46,Not Converted,0.0
CMP-02118,CUST-02114,Email Retargeting,68.15,Not Converted,0.0
CMP-02119,CUST-00384,Google PPC,69.58,Converted,199.32
CMP-02120,CUST-03398,Meta Paid Ads,62.37,Converted,446.37
CMP-02121,CUST-01453,Influencer Sponsor,5.89,Not Converted,0.0
CMP-02122,CUST-01838,Meta Paid Ads,16.72,Converted,90.99
CMP-02123,CUST-00848,Google PPC,22.92,Not Converted,0.0
CMP-02124,CUST-03144,Google PPC,25.87,Not Converted,0.0
CMP-02125,CUST-02373,Email Retargeting,57.1,Converted,251.36
CMP-02126,CUST-01993,Influencer Sponsor,48.22,Converted,258.0
CMP-02127,CUST-02521,Affiliate Promo,75.23,Not Converted,0.0
CMP-02128,CUST-01571,Email Retargeting,53.7,Converted,313.55
CMP-02129,CUST-00272,Affiliate Promo,62.07,Not Converted,0.0
CMP-02130,CUST-02689,Google PPC,9.32,Not Converted,0.0
CMP-02131,CUST-01992,Email Retargeting,42.29,Not Converted,0.0
CMP-02132,CUST-02080,Affiliate Promo,84.31,Not Converted,0.0
CMP-02133,CUST-01782,Google PPC,75.72,Not Converted,0.0
CMP-02134,CUST-01231,Email Retargeting,30.07,Not Converted,0.0
CMP-02135,CUST-02204,Google PPC,60.92,Not Converted,0.0
CMP-02136,CUST-02408,Influencer Sponsor,36.36,Not Converted,0.0
CMP-02137,CUST-02727,Google PPC,10.96,Not Converted,0.0
CMP-02138,CUST-03493,Email Retargeting,69.39,Not Converted,0.0
CMP-02139,CUST-00318,Email Retargeting,65.42,Converted,346.1
CMP-02140,CUST-02586,Email Retargeting,42.42,Not Converted,0.0
CMP-02141,CUST-01457,Google PPC,83.05,Converted,528.89
CMP-02142,CUST-01034,Google PPC,79.73,Not Converted,0.0
CMP-02143,CUST-01751,Affiliate Promo,45.91,Not Converted,0.0
CMP-02144,CUST-01655,Affiliate Promo,54.16,Not Converted,0.0
CMP-02145,CUST-00100,Meta Paid Ads,42.31,Not Converted,0.0
CMP-02146,CUST-01996,Meta Paid Ads,36.45,Not Converted,0.0
CMP-02147,CUST-02818,Email Retargeting,33.44,Not Converted,0.0
CMP-02148,CUST-00485,Google PPC,66.98,Not Converted,0.0
CMP-02149,CUST-02450,Google PPC,42.87,Converted,286.45
CMP-02150,CUST-02840,Google PPC,32.54,Converted,82.67
CMP-02151,CUST-00288,Meta Paid Ads,78.71,Not Converted,0.0
CMP-02152,CUST-02613,Email Retargeting,58.35,Not Converted,0.0
CMP-02153,CUST-01030,Google PPC,71.39,Not Converted,0.0
CMP-02154,CUST-01694,Email Retargeting,33.23,Not Converted,0.0
CMP-02155,CUST-03443,Email Retargeting,26.7,Converted,137.21
CMP-02156,CUST-00835,Affiliate Promo,21.67,Not Converted,0.0
CMP-02157,CUST-03326,Meta Paid Ads,61.58,Not Converted,0.0
CMP-02158,CUST-03122,Email Retargeting,83.03,Not Converted,0.0
CMP-02159,CUST-00410,Email Retargeting,9.51,Not Converted,0.0
CMP-02160,CUST-02956,Affiliate Promo,35.1,Not Converted,0.0
CMP-02161,CUST-00729,Email Retargeting,28.34,Not Converted,0.0
CMP-02162,CUST-00403,Email Retargeting,58.73,Not Converted,0.0
CMP-02163,CUST-01911,Influencer Sponsor,40.55,Converted,149.18
CMP-02164,CUST-00013,Google PPC,80.35,Converted,272.22
CMP-02165,CUST-00683,Email Retargeting,33.59,Not Converted,0.0
CMP-02166,CUST-01476,Affiliate Promo,34.66,Not Converted,0.0
CMP-02167,CUST-02092,Meta Paid Ads,8.02,Not Converted,0.0
CMP-02168,CUST-03180,Google PPC,51.85,Not Converted,0.0
CMP-02169,CUST-02016,Google PPC,49.22,Converted,237.61
CMP-02170,CUST-02805,Meta Paid Ads,71.11,Not Converted,0.0
CMP-02171,CUST-00828,Email Retargeting,36.07,Not Converted,0.0
CMP-02172,CUST-00971,Meta Paid Ads,68.27,Not Converted,0.0
CMP-02173,CUST-00534,Meta Paid Ads,36.43,Not Converted,0.0
CMP-02174,CUST-02507,Email Retargeting,44.46,Converted,195.42
CMP-02175,CUST-00638,Meta Paid Ads,62.12,Not Converted,0.0
CMP-02176,CUST-03217,Google PPC,69.58,Not Converted,0.0
CMP-02177,CUST-00123,Email Retargeting,75.9,Converted,242.54
CMP-02178,CUST-03374,Meta Paid Ads,37.06,Not Converted,0.0
CMP-02179,CUST-03477,Google PPC,78.98,Not Converted,0.0
CMP-02180,CUST-00907,Google PPC,17.53,Not Converted,0.0
CMP-02181,CUST-01567,Meta Paid Ads,75.32,Not Converted,0.0
CMP-02182,CUST-01993,Affiliate Promo,37.18,Not Converted,0.0
CMP-02183,CUST-02638,Influencer Sponsor,63.39,Not Converted,0.0
CMP-02184,CUST-01715,Influencer Sponsor,64.39,Not Converted,0.0
CMP-02185,CUST-02836,Influencer Sponsor,38.32,Not Converted,0.0
CMP-02186,CUST-01503,Google PPC,21.56,Not Converted,0.0
CMP-02187,CUST-02145,Meta Paid Ads,14.26,Not Converted,0.0
CMP-02188,CUST-02145,Email Retargeting,62.36,Converted,466.21
CMP-02189,CUST-00356,Influencer Sponsor,50.84,Not Converted,0.0
CMP-02190,CUST-00680,Affiliate Promo,55.92,Not Converted,0.0
CMP-02191,CUST-01755,Email Retargeting,39.58,Not Converted,0.0
CMP-02192,CUST-01472,Influencer Sponsor,78.99,Not Converted,0.0
CMP-02193,CUST-02290,Affiliate Promo,8.36,Not Converted,0.0
CMP-02194,CUST-02546,Meta Paid Ads,44.87,Not Converted,0.0
CMP-02195,CUST-02284,Google PPC,11.05,Not Converted,0.0
CMP-02196,CUST-02649,Google PPC,42.23,Not Converted,0.0
CMP-02197,CUST-00168,Google PPC,67.3,Not Converted,0.0
CMP-02198,CUST-03175,Email Retargeting,34.93,Not Converted,0.0
CMP-02199,CUST-00231,Google PPC,47.87,Not Converted,0.0
CMP-02200,CUST-02905,Email Retargeting,10.49,Not Converted,0.0
CMP-02201,CUST-00187,Influencer Sponsor,14.91,Not Converted,0.0
CMP-02202,CUST-00180,Meta Paid Ads,62.38,Not Converted,0.0
CMP-02203,CUST-00810,Influencer Sponsor,12.46,Not Converted,0.0
CMP-02204,CUST-03037,Email Retargeting,20.75,Not Converted,0.0
CMP-02205,CUST-02852,Email Retargeting,54.94,Converted,182.83
CMP-02206,CUST-00280,Email Retargeting,39.52,Not Converted,0.0
CMP-02207,CUST-01589,Email Retargeting,55.38,Not Converted,0.0
CMP-02208,CUST-01651,Influencer Sponsor,53.53,Not Converted,0.0
CMP-02209,CUST-03052,Google PPC,71.46,Converted,497.92
CMP-02210,CUST-02279,Affiliate Promo,77.42,Not Converted,0.0
CMP-02211,CUST-03473,Influencer Sponsor,50.21,Not Converted,0.0
CMP-02212,CUST-02141,Email Retargeting,63.07,Not Converted,0.0
CMP-02213,CUST-02419,Google PPC,11.85,Converted,77.17
CMP-02214,CUST-01360,Google PPC,33.82,Converted,234.84
CMP-02215,CUST-03067,Email Retargeting,26.55,Converted,100.97
CMP-02216,CUST-01008,Email Retargeting,50.05,Not Converted,0.0
CMP-02217,CUST-00721,Influencer Sponsor,81.81,Not Converted,0.0
CMP-02218,CUST-01853,Email Retargeting,22.92,Not Converted,0.0
CMP-02219,CUST-02010,Google PPC,84.1,Not Converted,0.0
CMP-02220,CUST-01222,Influencer Sponsor,30.36,Not Converted,0.0
CMP-02221,CUST-02679,Google PPC,7.17,Not Converted,0.0
CMP-02222,CUST-00049,Meta Paid Ads,66.52,Not Converted,0.0
CMP-02223,CUST-00310,Email Retargeting,71.0,Not Converted,0.0
CMP-02224,CUST-01813,Google PPC,42.28,Not Converted,0.0
CMP-02225,CUST-03228,Google PPC,52.54,Converted,292.72
CMP-02226,CUST-00568,Meta Paid Ads,43.12,Not Converted,0.0
CMP-02227,CUST-01376,Email Retargeting,16.41,Not Converted,0.0
CMP-02228,CUST-02863,Email Retargeting,32.56,Not Converted,0.0
CMP-02229,CUST-01068,Affiliate Promo,60.75,Not Converted,0.0
CMP-02230,CUST-02818,Google PPC,17.56,Not Converted,0.0
CMP-02231,CUST-01419,Meta Paid Ads,39.01,Not Converted,0.0
CMP-02232,CUST-00313,Influencer Sponsor,70.62,Converted,404.32
CMP-02233,CUST-00472,Influencer Sponsor,51.35,Converted,271.29
CMP-02234,CUST-00943,Influencer Sponsor,38.32,Not Converted,0.0
CMP-02235,CUST-03062,Meta Paid Ads,35.76,Not Converted,0.0
CMP-02236,CUST-00428,Affiliate Promo,61.52,Not Converted,0.0
CMP-02237,CUST-00319,Influencer Sponsor,47.14,Not Converted,0.0
CMP-02238,CUST-01578,Influencer Sponsor,49.19,Converted,327.19
CMP-02239,CUST-02475,Meta Paid Ads,12.03,Not Converted,0.0
CMP-02240,CUST-02059,Google PPC,84.18,Not Converted,0.0
CMP-02241,CUST-01913,Email Retargeting,33.65,Not Converted,0.0
CMP-02242,CUST-00002,Affiliate Promo,31.49,Converted,221.51
CMP-02243,CUST-02331,Google PPC,79.75,Not Converted,0.0
CMP-02244,CUST-00813,Meta Paid Ads,82.75,Not Converted,0.0
CMP-02245,CUST-01991,Email Retargeting,26.66,Converted,154.37
CMP-02246,CUST-02912,Email Retargeting,64.32,Converted,490.58
CMP-02247,CUST-03376,Meta Paid Ads,61.07,Not Converted,0.0
CMP-02248,CUST-03191,Email Retargeting,56.11,Not Converted,0.0
CMP-02249,CUST-00168,Google PPC,65.33,Not Converted,0.0
CMP-02250,CUST-03098,Google PPC,58.17,Converted,170.14
CMP-02251,CUST-03237,Google PPC,52.94,Converted,298.67
CMP-02252,CUST-01311,Meta Paid Ads,42.25,Not Converted,0.0
CMP-02253,CUST-02834,Meta Paid Ads,27.44,Not Converted,0.0
CMP-02254,CUST-00182,Google PPC,17.65,Converted,78.54
CMP-02255,CUST-02691,Meta Paid Ads,50.24,Not Converted,0.0
CMP-02256,CUST-01429,Email Retargeting,61.53,Not Converted,0.0
CMP-02257,CUST-02750,Meta Paid Ads,36.22,Not Converted,0.0
CMP-02258,CUST-01083,Meta Paid Ads,9.77,Not Converted,0.0
CMP-02259,CUST-00591,Influencer Sponsor,53.6,Not Converted,0.0
CMP-02260,CUST-02144,Email Retargeting,6.84,Not Converted,0.0
CMP-02261,CUST-00641,Meta Paid Ads,74.55,Not Converted,0.0
CMP-02262,CUST-01877,Email Retargeting,76.73,Not Converted,0.0
CMP-02263,CUST-01741,Influencer Sponsor,43.01,Not Converted,0.0
CMP-02264,CUST-01713,Google PPC,23.81,Not Converted,0.0
CMP-02265,CUST-03190,Email Retargeting,26.95,Not Converted,0.0
CMP-02266,CUST-03087,Influencer Sponsor,43.54,Converted,119.39
CMP-02267,CUST-01399,Google PPC,63.59,Not Converted,0.0
CMP-02268,CUST-01167,Influencer Sponsor,73.11,Converted,472.33
CMP-02269,CUST-01985,Email Retargeting,38.38,Not Converted,0.0
CMP-02270,CUST-02485,Google PPC,41.43,Not Converted,0.0
CMP-02271,CUST-02804,Influencer Sponsor,8.06,Not Converted,0.0
CMP-02272,CUST-01821,Meta Paid Ads,37.5,Not Converted,0.0
CMP-02273,CUST-00575,Affiliate Promo,28.33,Not Converted,0.0
CMP-02274,CUST-00089,Google PPC,80.78,Converted,275.49
CMP-02275,CUST-02876,Meta Paid Ads,54.94,Not Converted,0.0
CMP-02276,CUST-03463,Meta Paid Ads,66.02,Not Converted,0.0
CMP-02277,CUST-02522,Email Retargeting,62.07,Not Converted,0.0
CMP-02278,CUST-01313,Email Retargeting,39.64,Not Converted,0.0
CMP-02279,CUST-02901,Affiliate Promo,17.77,Not Converted,0.0
CMP-02280,CUST-01116,Meta Paid Ads,56.4,Converted,366.71
CMP-02281,CUST-01884,Affiliate Promo,69.57,Not Converted,0.0
CMP-02282,CUST-03028,Google PPC,21.52,Converted,71.51
CMP-02283,CUST-01534,Email Retargeting,43.93,Converted,319.75
CMP-02284,CUST-00755,Email Retargeting,77.25,Not Converted,0.0
CMP-02285,CUST-02638,Email Retargeting,76.16,Not Converted,0.0
CMP-02286,CUST-01406,Meta Paid Ads,26.25,Not Converted,0.0
CMP-02287,CUST-03471,Affiliate Promo,40.49,Not Converted,0.0
CMP-02288,CUST-02465,Email Retargeting,59.81,Not Converted,0.0
CMP-02289,CUST-03110,Email Retargeting,76.25,Not Converted,0.0
CMP-02290,CUST-02550,Affiliate Promo,10.68,Not Converted,0.0
CMP-02291,CUST-00398,Google PPC,10.12,Not Converted,0.0
CMP-02292,CUST-01452,Google PPC,61.64,Not Converted,0.0
CMP-02293,CUST-01179,Google PPC,79.55,Converted,301.33
CMP-02294,CUST-00599,Email Retargeting,57.26,Converted,431.33
CMP-02295,CUST-00466,Email Retargeting,69.76,Not Converted,0.0
CMP-02296,CUST-00875,Google PPC,10.53,Not Converted,0.0
CMP-02297,CUST-01716,Meta Paid Ads,38.6,Not Converted,0.0
CMP-02298,CUST-03176,Google PPC,12.05,Not Converted,0.0
CMP-02299,CUST-00290,Meta Paid Ads,13.71,Not Converted,0.0
CMP-02300,CUST-02163,Google PPC,71.46,Converted,471.34
CMP-02301,CUST-01536,Email Retargeting,70.65,Not Converted,0.0
CMP-02302,CUST-01700,Influencer Sponsor,64.19,Converted,511.77
CMP-02303,CUST-01887,Email Retargeting,10.91,Not Converted,0.0
CMP-02304,CUST-03375,Meta Paid Ads,31.35,Converted,154.11
CMP-02305,CUST-01149,Meta Paid Ads,77.35,Not Converted,0.0
CMP-02306,CUST-00190,Email Retargeting,19.09,Not Converted,0.0
CMP-02307,CUST-01248,Influencer Sponsor,72.95,Not Converted,0.0
CMP-02308,CUST-01414,Influencer Sponsor,15.23,Not Converted,0.0
CMP-02309,CUST-03427,Influencer Sponsor,40.1,Not Converted,0.0
CMP-02310,CUST-01878,Meta Paid Ads,37.18,Converted,95.7
CMP-02311,CUST-01747,Affiliate Promo,19.07,Not Converted,0.0
CMP-02312,CUST-01075,Meta Paid Ads,22.73,Not Converted,0.0
CMP-02313,CUST-03498,Email Retargeting,84.11,Not Converted,0.0
CMP-02314,CUST-01322,Email Retargeting,54.41,Not Converted,0.0
CMP-02315,CUST-03028,Meta Paid Ads,50.25,Not Converted,0.0
CMP-02316,CUST-00793,Influencer Sponsor,18.65,Not Converted,0.0
CMP-02317,CUST-00714,Email Retargeting,47.79,Not Converted,0.0
CMP-02318,CUST-03208,Google PPC,66.35,Not Converted,0.0
CMP-02319,CUST-02453,Email Retargeting,9.29,Converted,40.39
CMP-02320,CUST-02044,Influencer Sponsor,42.5,Not Converted,0.0
CMP-02321,CUST-00923,Influencer Sponsor,56.14,Converted,272.79
CMP-02322,CUST-00337,Influencer Sponsor,58.29,Not Converted,0.0
CMP-02323,CUST-02503,Google PPC,13.93,Not Converted,0.0
CMP-02324,CUST-02842,Google PPC,9.7,Not Converted,0.0
CMP-02325,CUST-02310,Google PPC,9.39,Not Converted,0.0
CMP-02326,CUST-00180,Influencer Sponsor,33.48,Not Converted,0.0
CMP-02327,CUST-01916,Meta Paid Ads,29.39,Not Converted,0.0
CMP-02328,CUST-01057,Influencer Sponsor,44.32,Not Converted,0.0
CMP-02329,CUST-02068,Meta Paid Ads,57.82,Not Converted,0.0
CMP-02330,CUST-01589,Meta Paid Ads,46.33,Converted,370.29
CMP-02331,CUST-02555,Email Retargeting,45.65,Not Converted,0.0
CMP-02332,CUST-02473,Google PPC,33.76,Not Converted,0.0
CMP-02333,CUST-02236,Influencer Sponsor,5.59,Not Converted,0.0
CMP-02334,CUST-03103,Google PPC,37.84,Converted,199.98
CMP-02335,CUST-01094,Google PPC,28.5,Converted,157.52
CMP-02336,CUST-02093,Affiliate Promo,31.18,Not Converted,0.0
CMP-02337,CUST-00134,Email Retargeting,45.0,Not Converted,0.0
CMP-02338,CUST-00755,Influencer Sponsor,16.0,Not Converted,0.0
CMP-02339,CUST-02408,Influencer Sponsor,62.02,Not Converted,0.0
CMP-02340,CUST-03077,Meta Paid Ads,40.8,Not Converted,0.0
CMP-02341,CUST-02943,Google PPC,63.07,Not Converted,0.0
CMP-02342,CUST-00973,Google PPC,57.32,Not Converted,0.0
CMP-02343,CUST-03001,Email Retargeting,80.23,Not Converted,0.0
CMP-02344,CUST-03474,Google PPC,78.12,Not Converted,0.0
CMP-02345,CUST-01651,Meta Paid Ads,57.89,Not Converted,0.0
CMP-02346,CUST-03242,Email Retargeting,10.68,Converted,39.46
CMP-02347,CUST-02823,Google PPC,7.86,Not Converted,0.0
CMP-02348,CUST-02168,Influencer Sponsor,38.91,Not Converted,0.0
CMP-02349,CUST-01941,Google PPC,16.5,Not Converted,0.0
CMP-02350,CUST-01830,Influencer Sponsor,57.78,Not Converted,0.0
CMP-02351,CUST-00173,Email Retargeting,19.83,Not Converted,0.0
CMP-02352,CUST-01788,Email Retargeting,54.21,Not Converted,0.0
CMP-02353,CUST-02170,Email Retargeting,43.77,Not Converted,0.0
CMP-02354,CUST-00138,Meta Paid Ads,47.14,Not Converted,0.0
CMP-02355,CUST-03494,Google PPC,12.79,Not Converted,0.0
CMP-02356,CUST-03491,Google PPC,10.75,Not Converted,0.0
CMP-02357,CUST-00578,Email Retargeting,73.0,Not Converted,0.0
CMP-02358,CUST-02081,Affiliate Promo,5.18,Not Converted,0.0
CMP-02359,CUST-02398,Meta Paid Ads,23.54,Converted,118.97
CMP-02360,CUST-01469,Google PPC,45.29,Not Converted,0.0
CMP-02361,CUST-03030,Meta Paid Ads,21.29,Converted,141.19
CMP-02362,CUST-01456,Email Retargeting,76.58,Not Converted,0.0
CMP-02363,CUST-00597,Email Retargeting,10.95,Not Converted,0.0
CMP-02364,CUST-00414,Email Retargeting,58.24,Converted,179.18
CMP-02365,CUST-01890,Email Retargeting,31.13,Not Converted,0.0
CMP-02366,CUST-02506,Meta Paid Ads,54.69,Not Converted,0.0
CMP-02367,CUST-03455,Influencer Sponsor,16.34,Not Converted,0.0
CMP-02368,CUST-01823,Email Retargeting,23.84,Not Converted,0.0
CMP-02369,CUST-00894,Google PPC,61.83,Not Converted,0.0
CMP-02370,CUST-03015,Google PPC,47.8,Not Converted,0.0
CMP-02371,CUST-00126,Email Retargeting,64.31,Converted,324.38
CMP-02372,CUST-00383,Google PPC,24.19,Not Converted,0.0
CMP-02373,CUST-03285,Email Retargeting,47.63,Not Converted,0.0
CMP-02374,CUST-00304,Email Retargeting,80.2,Not Converted,0.0
CMP-02375,CUST-01547,Google PPC,55.92,Not Converted,0.0
CMP-02376,CUST-00180,Email Retargeting,8.36,Not Converted,0.0
CMP-02377,CUST-01068,Affiliate Promo,17.6,Not Converted,0.0
CMP-02378,CUST-00426,Email Retargeting,75.66,Not Converted,0.0
CMP-02379,CUST-01106,Influencer Sponsor,57.38,Not Converted,0.0
CMP-02380,CUST-02764,Meta Paid Ads,6.76,Converted,42.3
CMP-02381,CUST-02076,Email Retargeting,23.13,Not Converted,0.0
CMP-02382,CUST-03417,Google PPC,38.74,Not Converted,0.0
CMP-02383,CUST-01493,Google PPC,63.28,Not Converted,0.0
CMP-02384,CUST-01170,Influencer Sponsor,41.14,Converted,237.52
CMP-02385,CUST-02479,Google PPC,5.2,Not Converted,0.0
CMP-02386,CUST-01428,Influencer Sponsor,63.86,Not Converted,0.0
CMP-02387,CUST-03176,Affiliate Promo,34.79,Not Converted,0.0
CMP-02388,CUST-00216,Influencer Sponsor,63.21,Not Converted,0.0
