ticket_id,customer_id,issue_type,resolution_time,satisfaction_score,refund_requested
TCK-000922,CUST-03307,Payment Issue,4.7,4,No
TCK-000923,CUST-00261,Payment Issue,20.5,4,No
TCK-000924,CUST-03102,Damaged Item,62.6,1,Yes
TCK-000925,CUST-01387,Wrong Item Sent,5.1,5,Yes
TCK-000926,CUST-02273,Wrong Item Sent,21.0,4,No
TCK-000927,CUST-00851,Damaged Item,21.3,2,No
TCK-000928,CUST-03427,Late Delivery,51.1,2,No
TCK-000929,CUST-03079,Late Delivery,53.9,3,Yes
TCK-000930,CUST-01178,Late Delivery,45.9,1,Yes
TCK-000931,CUST-01768,Late Delivery,12.2,2,Yes
TCK-000932,CUST-01394,Damaged Item,70.3,2,No
TCK-000933,CUST-01943,Wrong Item Sent,15.6,2,No
TCK-000934,CUST-01574,Refund Inquiry,20.5,5,No
TCK-000935,CUST-02121,Damaged Item,54.3,2,Yes
TCK-000936,CUST-00994,Payment Issue,8.4,3,No
TCK-000937,CUST-03156,Damaged Item,28.9,2,Yes
TCK-000938,CUST-00067,Late Delivery,38.5,1,No
TCK-000939,CUST-02497,Late Delivery,64.0,3,Yes
TCK-000940,CUST-01118,Refund Inquiry,2.2,4,Yes
TCK-000941,CUST-02569,Late Delivery,35.9,2,No
TCK-000942,CUST-03396,Late Delivery,46.6,1,Yes
TCK-000943,CUST-03232,Refund Inquiry,11.8,3,No
TCK-000944,CUST-02661,Late Delivery,19.8,1,Yes
TCK-000945,CUST-03432,Refund Inquiry,10.9,3,No
TCK-000946,CUST-02724,Late Delivery,52.7,1,Yes
TCK-000947,CUST-01899,Late Delivery,51.3,1,Yes
TCK-000948,CUST-02663,Payment Issue,11.7,4,No
TCK-000949,CUST-01938,Late Delivery,47.3,4,No
TCK-000950,CUST-02016,Damaged Item,62.6,1,No
TCK-000951,CUST-01294,Wrong Item Sent,17.6,2,Yes
TCK-000952,CUST-00489,Late Delivery,30.5,2,Yes
TCK-000953,CUST-01488,Late Delivery,69.3,3,Yes
TCK-000954,CUST-00008,Wrong Item Sent,13.7,5,No
TCK-000955,CUST-02091,Late Delivery,41.6,2,Yes
TCK-000956,CUST-02676,Refund Inquiry,2.0,3,No
TCK-000957,CUST-02821,Payment Issue,11.0,3,No
TCK-000958,CUST-01141,Payment Issue,17.4,3,No
TCK-000959,CUST-02999,Payment Issue,10.4,5,Yes
TCK-000960,CUST-02116,Damaged Item,55.6,1,Yes
TCK-000961,CUST-01471,Late Delivery,47.8,5,No
TCK-000962,CUST-01448,Damaged Item,23.4,3,No
TCK-000963,CUST-00608,Refund Inquiry,7.0,4,Yes
TCK-000964,CUST-03387,Late Delivery,19.7,3,Yes
TCK-000965,CUST-00707,Late Delivery,71.6,1,Yes
TCK-000966,CUST-02645,Wrong Item Sent,5.4,3,No
TCK-000967,CUST-00868,Damaged Item,30.3,1,Yes
TCK-000968,CUST-01775,Account Security,6.4,4,Yes
TCK-000969,CUST-00496,Payment Issue,7.5,5,No
TCK-000970,CUST-01520,Refund Inquiry,5.7,3,No
TCK-000971,CUST-00466,Late Delivery,69.6,1,No
TCK-000972,CUST-03168,Late Delivery,49.3,4,Yes
TCK-000973,CUST-02947,Late Delivery,49.9,1,No
TCK-000974,CUST-01187,Refund Inquiry,18.7,3,No
TCK-000975,CUST-00200,Late Delivery,50.8,1,No
TCK-000976,CUST-02343,Late Delivery,66.7,3,Yes
TCK-000977,CUST-02003,Late Delivery,26.8,3,No
TCK-000978,CUST-02428,Account Security,23.2,5,No
TCK-000979,CUST-03236,Late Delivery,32.1,2,No
TCK-000980,CUST-00751,Damaged Item,32.8,2,Yes
TCK-000981,CUST-02207,Payment Issue,7.2,4,Yes
TCK-000982,CUST-02844,Account Security,13.2,3,No
TCK-000983,CUST-00907,Late Delivery,52.3,1,Yes
TCK-000984,CUST-03333,Late Delivery,46.0,2,No
TCK-000985,CUST-02534,Late Delivery,51.5,2,Yes
TCK-000986,CUST-03256,Refund Inquiry,19.3,3,No
TCK-000987,CUST-00954,Late Delivery,71.9,4,No
TCK-000988,CUST-02793,Wrong Item Sent,5.6,4,No
TCK-000989,CUST-02884,Damaged Item,51.2,3,Yes
TCK-000990,CUST-02025,Wrong Item Sent,9.4,1,Yes
TCK-000991,CUST-02645,Wrong Item Sent,19.7,2,Yes
TCK-000992,CUST-00913,Damaged Item,18.4,3,Yes
TCK-000993,CUST-03249,Late Delivery,55.8,3,Yes
TCK-000994,CUST-00904,Damaged Item,46.8,1,No
TCK-000995,CUST-01172,Late Delivery,22.9,3,No
TCK-000996,CUST-01330,Payment Issue,22.1,5,No
TCK-000997,CUST-02310,Wrong Item Sent,2.2,5,No
TCK-000998,CUST-01285,Damaged Item,43.2,4,No
TCK-000999,CUST-01692,Damaged Item,64.7,4,Yes
TCK-001000,CUST-01837,Late Delivery,35.6,3,Yes
TCK-001001,CUST-03319,Late Delivery,31.2,4,No
TCK-001002,CUST-02061,Late Delivery,70.5,2,No
TCK-001003,CUST-02914,Refund Inquiry,4.3,4,Yes
TCK-001004,CUST-00594,Damaged Item,33.4,3,Yes
TCK-001005,CUST-02369,Refund Inquiry,9.2,2,No
TCK-001006,CUST-03193,Account Security,21.4,5,No
TCK-001007,CUST-01502,Late Delivery,63.9,1,No
TCK-001008,CUST-00744,Damaged Item,54.0,2,Yes
TCK-001009,CUST-00704,Late Delivery,31.0,2,No
TCK-001010,CUST-00862,Late Delivery,38.2,1,Yes
TCK-001011,CUST-00865,Payment Issue,21.3,3,No
TCK-001012,CUST-01854,Refund Inquiry,21.4,4,No
TCK-001013,CUST-03376,Late Delivery,47.8,2,Yes
TCK-001014,CUST-02006,Refund Inquiry,10.6,4,No
TCK-001015,CUST-00338,Payment Issue,5.9,4,No
TCK-001016,CUST-02713,Payment Issue,13.0,3,Yes
TCK-001017,CUST-00172,Damaged Item,30.7,4,Yes
TCK-001018,CUST-01769,Payment Issue,11.7,1,No
TCK-001019,CUST-00762,Refund Inquiry,8.1,4,No
TCK-001020,CUST-02715,Wrong Item Sent,22.9,4,No
TCK-001021,CUST-02285,Refund Inquiry,18.8,3,No
TCK-001022,CUST-01879,Refund Inquiry,3.8,3,No
TCK-001023,CUST-02452,Late Delivery,63.5,1,Yes
TCK-001024,CUST-01316,Damaged Item,48.4,2,Yes
TCK-001025,CUST-01394,Late Delivery,47.3,3,Yes
TCK-001026,CUST-02865,Late Delivery,20.2,1,No
TCK-001027,CUST-00094,Damaged Item,56.1,1,Yes
TCK-001028,CUST-01562,Refund Inquiry,5.8,2,No
TCK-001029,CUST-02046,Refund Inquiry,3.2,3,No
TCK-001030,CUST-03441,Late Delivery,46.0,2,No
TCK-001031,CUST-00796,Refund Inquiry,18.8,4,No
TCK-001032,CUST-00669,Damaged Item,12.4,3,Yes
TCK-001033,CUST-00079,Late Delivery,53.7,2,Yes
TCK-001034,CUST-03167,Late Delivery,50.3,1,Yes
TCK-001035,CUST-01891,Payment Issue,19.2,4,No
TCK-001036,CUST-01921,Damaged Item,32.1,4,No
TCK-001037,CUST-02226,Damaged Item,22.5,5,No
TCK-001038,CUST-02193,Late Delivery,28.6,1,Yes
TCK-001039,CUST-00817,Late Delivery,12.7,3,Yes
TCK-001040,CUST-03076,Late Delivery,70.3,1,No
TCK-001041,CUST-02460,Account Security,1.4,5,No
TCK-001042,CUST-03083,Late Delivery,46.0,1,Yes
TCK-001043,CUST-01747,Refund Inquiry,19.2,5,Yes
TCK-001044,CUST-03097,Wrong Item Sent,3.4,5,Yes
TCK-001045,CUST-01949,Account Security,7.9,4,No
TCK-001046,CUST-01802,Wrong Item Sent,10.6,4,Yes
TCK-001047,CUST-01329,Late Delivery,26.1,1,Yes
TCK-001048,CUST-02532,Wrong Item Sent,11.4,3,No
TCK-001049,CUST-02040,Wrong Item Sent,13.5,4,No
TCK-001050,CUST-03195,Wrong Item Sent,15.5,3,No
TCK-001051,CUST-02155,Damaged Item,58.6,1,Yes
TCK-001052,CUST-01100,Payment Issue,9.0,4,No
TCK-001053,CUST-00735,Damaged Item,24.6,4,Yes
TCK-001054,CUST-01461,Refund Inquiry,21.9,2,No
TCK-001055,CUST-00236,Damaged Item,40.7,1,No
TCK-001056,CUST-03240,Late Delivery,19.1,1,Yes
TCK-001057,CUST-00040,Damaged Item,25.7,2,Yes
TCK-001058,CUST-02318,Damaged Item,65.2,4,Yes
TCK-001059,CUST-01098,Damaged Item,35.2,3,Yes
TCK-001060,CUST-01158,Late Delivery,45.1,2,No
TCK-001061,CUST-00143,Account Security,2.1,4,No
TCK-001062,CUST-02778,Damaged Item,17.5,3,No
TCK-001063,CUST-01090,Late Delivery,53.8,1,Yes
TCK-001064,CUST-02336,Late Delivery,70.0,2,Yes
TCK-001065,CUST-03174,Account Security,4.7,5,No
TCK-001066,CUST-00278,Wrong Item Sent,18.6,1,No
TCK-001067,CUST-02641,Damaged Item,43.2,1,No
TCK-001068,CUST-02385,Late Delivery,34.8,1,Yes
TCK-001069,CUST-00226,Refund Inquiry,6.6,5,Yes
TCK-001070,CUST-01065,Payment Issue,8.2,2,No
TCK-001071,CUST-03374,Wrong Item Sent,22.4,3,No
TCK-001072,CUST-02467,Wrong Item Sent,1.5,4,Yes
TCK-001073,CUST-03231,Account Security,23.9,4,No
TCK-001074,CUST-00447,Late Delivery,14.6,3,No
TCK-001075,CUST-01685,Refund Inquiry,7.1,4,No
TCK-001076,CUST-02063,Damaged Item,28.3,2,Yes
TCK-001077,CUST-01876,Late Delivery,64.8,2,Yes
TCK-001078,CUST-02094,Wrong Item Sent,22.9,3,No
TCK-001079,CUST-00110,Account Security,12.3,5,No
TCK-001080,CUST-01428,Damaged Item,37.5,3,Yes
TCK-001081,CUST-02264,Damaged Item,19.2,3,No
TCK-001082,CUST-01014,Late Delivery,30.7,2,Yes
TCK-001083,CUST-01050,Payment Issue,23.0,2,Yes
TCK-001084,CUST-01562,Damaged Item,39.1,1,No
TCK-001085,CUST-02412,Payment Issue,21.1,3,No
TCK-001086,CUST-00726,Refund Inquiry,22.1,1,No
TCK-001087,CUST-02403,Payment Issue,18.9,3,No
TCK-001088,CUST-03437,Damaged Item,52.2,3,Yes
TCK-001089,CUST-02369,Late Delivery,49.2,5,No
TCK-001090,CUST-02906,Late Delivery,53.9,2,Yes
TCK-001091,CUST-00209,Damaged Item,52.2,3,Yes
TCK-001092,CUST-01273,Payment Issue,21.1,4,No
TCK-001093,CUST-00957,Refund Inquiry,11.7,4,Yes
TCK-001094,CUST-01669,Late Delivery,49.9,1,Yes
TCK-001095,CUST-02995,Late Delivery,56.3,1,Yes
TCK-001096,CUST-02882,Wrong Item Sent,6.1,4,No
TCK-001097,CUST-00084,Wrong Item Sent,6.4,4,No
TCK-001098,CUST-01094,Account Security,16.2,2,No
TCK-001099,CUST-01318,Wrong Item Sent,13.7,3,No
TCK-001100,CUST-01360,Wrong Item Sent,5.9,4,No
TCK-001101,CUST-00505,Damaged Item,65.7,1,No
TCK-001102,CUST-03096,Wrong Item Sent,8.9,2,No
TCK-001103,CUST-00154,Late Delivery,66.6,2,No
TCK-001104,CUST-03139,Late Delivery,68.9,4,Yes
TCK-001105,CUST-01188,Account Security,13.1,5,No
TCK-001106,CUST-01507,Late Delivery,56.5,1,Yes
TCK-001107,CUST-03292,Payment Issue,14.2,4,No
TCK-001108,CUST-02495,Late Delivery,52.3,5,Yes
TCK-001109,CUST-02501,Late Delivery,33.4,3,No
TCK-001110,CUST-02450,Damaged Item,12.9,2,No
TCK-001111,CUST-02956,Damaged Item,17.0,1,Yes
TCK-001112,CUST-02418,Damaged Item,13.2,3,Yes
TCK-001113,CUST-03114,Payment Issue,20.1,3,No
TCK-001114,CUST-03034,Damaged Item,23.0,2,No
TCK-001115,CUST-02208,Refund Inquiry,22.9,1,No
TCK-001116,CUST-01998,Payment Issue,19.3,4,No
TCK-001117,CUST-00579,Late Delivery,44.2,1,No
TCK-001118,CUST-02116,Wrong Item Sent,12.7,3,Yes
TCK-001119,CUST-00015,Late Delivery,66.8,4,Yes
TCK-001120,CUST-00525,Late Delivery,57.5,1,No
TCK-001121,CUST-01409,Payment Issue,7.6,4,No
TCK-001122,CUST-00448,Late Delivery,32.2,2,Yes
TCK-001123,CUST-03398,Damaged Item,25.8,2,Yes
TCK-001124,CUST-00726,Late Delivery,30.1,1,Yes
TCK-001125,CUST-02517,Account Security,22.5,4,No
TCK-001126,CUST-01704,Damaged Item,58.5,3,No
TCK-001127,CUST-00197,Late Delivery,61.3,3,No
TCK-001128,CUST-00512,Refund Inquiry,20.4,4,No
TCK-001129,CUST-00992,Late Delivery,18.9,2,Yes
TCK-001130,CUST-00681,Payment Issue,5.4,5,No
TCK-001131,CUST-01234,Payment Issue,5.2,3,No
TCK-001132,CUST-01747,Late Delivery,24.0,3,Yes
TCK-001133,CUST-01945,Account Security,4.9,4,Yes
TCK-001134,CUST-01629,Wrong Item Sent,3.4,2,No
TCK-001135,CUST-02269,Late Delivery,39.1,1,Yes
TCK-001136,CUST-00246,Late Delivery,19.7,2,Yes
TCK-001137,CUST-01643,Late Delivery,18.3,4,Yes
TCK-001138,CUST-02621,Wrong Item Sent,8.2,5,No
TCK-001139,CUST-02323,Wrong Item Sent,22.1,5,No
TCK-001140,CUST-00658,Refund Inquiry,17.4,2,Yes
TCK-001141,CUST-01261,Damaged Item,42.6,3,Yes
TCK-001142,CUST-03403,Payment Issue,23.9,5,No
TCK-001143,CUST-01954,Payment Issue,8.9,5,No
TCK-001144,CUST-02348,Damaged Item,41.0,2,No
TCK-001145,CUST-02437,Payment Issue,12.3,5,No
TCK-001146,CUST-02128,Wrong Item Sent,5.4,3,No
TCK-001147,CUST-01477,Damaged Item,51.7,2,No
TCK-001148,CUST-02118,Damaged Item,64.4,1,No
TCK-001149,CUST-01265,Wrong Item Sent,3.1,4,No
TCK-001150,CUST-00028,Account Security,7.8,4,No
TCK-001151,CUST-01616,Late Delivery,23.2,3,Yes
TCK-001152,CUST-01053,Late Delivery,37.0,1,Yes
TCK-001153,CUST-03200,Late Delivery,58.6,1,No
TCK-001154,CUST-03500,Late Delivery,15.8,4,No
TCK-001155,CUST-03375,Late Delivery,30.3,1,No
TCK-001156,CUST-00221,Late Delivery,69.8,2,Yes
TCK-001157,CUST-00651,Payment Issue,8.4,4,No
TCK-001158,CUST-00367,Wrong Item Sent,3.3,3,No
TCK-001159,CUST-00828,Account Security,3.6,4,No
TCK-001160,CUST-01830,Damaged Item,13.2,1,Yes
TCK-001161,CUST-01157,Damaged Item,52.1,2,Yes
TCK-001162,CUST-00947,Wrong Item Sent,10.9,3,No
TCK-001163,CUST-02558,Refund Inquiry,3.4,4,No
TCK-001164,CUST-01379,Wrong Item Sent,6.2,4,Yes
TCK-001165,CUST-01360,Refund Inquiry,13.1,3,No
TCK-001166,CUST-00219,Payment Issue,3.7,5,Yes
TCK-001167,CUST-03278,Damaged Item,57.9,3,Yes
TCK-001168,CUST-00121,Late Delivery,33.0,4,Yes
TCK-001169,CUST-02802,Refund Inquiry,20.7,1,No
TCK-001170,CUST-01987,Refund Inquiry,9.4,4,No
TCK-001171,CUST-00438,Damaged Item,33.2,3,Yes
TCK-001172,CUST-01379,Damaged Item,40.1,2,Yes
TCK-001173,CUST-01971,Payment Issue,6.1,5,No
TCK-001174,CUST-03209,Account Security,22.1,2,No
TCK-001175,CUST-03500,Late Delivery,68.4,3,Yes
TCK-001176,CUST-02386,Late Delivery,56.9,2,Yes
TCK-001177,CUST-02623,Damaged Item,61.6,1,Yes
TCK-001178,CUST-01666,Late Delivery,23.1,2,Yes
TCK-001179,CUST-01899,Late Delivery,35.8,2,Yes
TCK-001180,CUST-00490,Wrong Item Sent,22.0,4,No
TCK-001181,CUST-00597,Refund Inquiry,1.5,4,No
TCK-001182,CUST-02123,Late Delivery,56.2,3,No
TCK-001183,CUST-00280,Late Delivery,47.6,2,No
TCK-001184,CUST-01663,Payment Issue,9.3,4,No
TCK-001185,CUST-00422,Payment Issue,11.0,5,No
TCK-001186,CUST-00239,Payment Issue,5.0,4,No
TCK-001187,CUST-01036,Late Delivery,18.9,1,Yes
TCK-001188,CUST-01718,Wrong Item Sent,16.6,5,Yes
TCK-001189,CUST-00216,Late Delivery,14.0,3,Yes
TCK-001190,CUST-02763,Late Delivery,47.9,1,No
TCK-001191,CUST-03428,Damaged Item,27.6,3,No
TCK-001192,CUST-00356,Late Delivery,55.5,4,Yes
TCK-001193,CUST-02885,Damaged Item,32.3,3,No
TCK-001194,CUST-02470,Refund Inquiry,17.6,5,No
TCK-001195,CUST-01853,Damaged Item,55.3,1,Yes
TCK-001196,CUST-02156,Damaged Item,61.9,1,Yes
TCK-001197,CUST-03355,Damaged Item,25.6,1,Yes
TCK-001198,CUST-00468,Late Delivery,19.3,1,No
TCK-001199,CUST-02778,Late Delivery,17.7,2,Yes
TCK-001200,CUST-01012,Damaged Item,67.0,1,No
TCK-001201,CUST-01191,Late Delivery,58.7,4,No
TCK-001202,CUST-02328,Refund Inquiry,18.1,3,No
TCK-001203,CUST-00388,Refund Inquiry,1.7,4,No
TCK-001204,CUST-03117,Refund Inquiry,4.8,3,Yes
TCK-001205,CUST-01335,Account Security,8.7,3,Yes
TCK-001206,CUST-00332,Late Delivery,68.0,2,Yes
TCK-001207,CUST-02757,Payment Issue,15.5,3,No
TCK-001208,CUST-02774,Late Delivery,61.3,1,Yes
TCK-001209,CUST-02993,Wrong Item Sent,4.1,3,No
TCK-001210,CUST-01662,Refund Inquiry,9.8,1,No
TCK-001211,CUST-01542,Wrong Item Sent,16.6,2,Yes
TCK-001212,CUST-01276,Damaged Item,24.1,3,Yes
TCK-001213,CUST-01267,Payment Issue,11.7,4,Yes
TCK-001214,CUST-03166,Damaged Item,46.5,1,Yes
TCK-001215,CUST-01652,Wrong Item Sent,21.8,3,No
TCK-001216,CUST-00695,Late Delivery,23.3,3,No
TCK-001217,CUST-02632,Damaged Item,22.0,1,No
TCK-001218,CUST-00699,Wrong Item Sent,8.2,4,No
TCK-001219,CUST-01860,Payment Issue,5.0,3,No
TCK-001220,CUST-00511,Late Delivery,71.7,1,No
TCK-001221,CUST-03263,Late Delivery,46.0,2,Yes
TCK-001222,CUST-02984,Late Delivery,62.9,1,No
TCK-001223,CUST-02686,Damaged Item,42.6,2,No
TCK-001224,CUST-01721,Late Delivery,22.7,2,Yes
TCK-001225,CUST-02253,Damaged Item,53.4,2,Yes
TCK-001226,CUST-02333,Wrong Item Sent,21.4,4,No
TCK-001227,CUST-03256,Account Security,23.0,3,No
TCK-001228,CUST-00517,Late Delivery,33.3,3,No
TCK-001229,CUST-00766,Late Delivery,18.9,2,Yes
TCK-001230,CUST-02342,Late Delivery,38.6,3,Yes
TCK-001231,CUST-02992,Late Delivery,32.7,1,Yes
TCK-001232,CUST-00791,Damaged Item,16.4,2,Yes
TCK-001233,CUST-00031,Damaged Item,49.3,4,Yes
TCK-001234,CUST-01716,Late Delivery,56.4,1,No
TCK-001235,CUST-03257,Late Delivery,18.9,5,Yes
TCK-001236,CUST-02161,Payment Issue,10.0,5,No
TCK-001237,CUST-03002,Refund Inquiry,19.4,4,No
TCK-001238,CUST-02681,Wrong Item Sent,7.3,4,No
TCK-001239,CUST-00518,Late Delivery,57.4,2,No
TCK-001240,CUST-00517,Account Security,20.4,4,No
TCK-001241,CUST-00079,Late Delivery,29.3,2,No
TCK-001242,CUST-00498,Damaged Item,59.3,2,Yes
TCK-001243,CUST-01197,Late Delivery,59.3,1,Yes
TCK-001244,CUST-02271,Payment Issue,2.5,3,No
TCK-001245,CUST-01241,Damaged Item,44.6,4,No
TCK-001246,CUST-02695,Payment Issue,9.2,3,No
TCK-001247,CUST-02564,Wrong Item Sent,2.1,4,No
TCK-001248,CUST-02699,Damaged Item,71.0,1,Yes
TCK-001249,CUST-00535,Refund Inquiry,22.5,5,No
TCK-001250,CUST-01252,Damaged Item,65.2,2,Yes
TCK-001251,CUST-00422,Late Delivery,57.8,2,Yes
TCK-001252,CUST-00892,Late Delivery,52.3,3,Yes
TCK-001253,CUST-02353,Wrong Item Sent,9.8,4,No
TCK-001254,CUST-01528,Payment Issue,4.0,3,No
TCK-001255,CUST-00400,Payment Issue,18.6,4,No
TCK-001256,CUST-02047,Damaged Item,38.7,1,Yes
TCK-001257,CUST-03348,Late Delivery,28.3,2,Yes
TCK-001258,CUST-02741,Refund Inquiry,22.1,5,Yes
TCK-001259,CUST-03008,Payment Issue,21.3,2,No
TCK-001260,CUST-01514,Wrong Item Sent,7.9,4,No
TCK-001261,CUST-03235,Payment Issue,5.6,3,Yes
TCK-001262,CUST-00419,Wrong Item Sent,17.7,4,No
TCK-001263,CUST-02853,Late Delivery,39.0,4,No
TCK-001264,CUST-02942,Refund Inquiry,3.8,5,Yes
TCK-001265,CUST-01186,Account Security,16.9,5,No
TCK-001266,CUST-01925,Payment Issue,22.0,5,No
TCK-001267,CUST-02853,Account Security,14.4,5,No
TCK-001268,CUST-02947,Damaged Item,27.0,4,No
TCK-001269,CUST-01788,Late Delivery,31.0,1,Yes
TCK-001270,CUST-00209,Refund Inquiry,10.7,1,No
TCK-001271,CUST-01987,Payment Issue,12.0,4,No
TCK-001272,CUST-01931,Payment Issue,19.4,4,No
TCK-001273,CUST-00443,Late Delivery,23.4,4,No
TCK-001274,CUST-02245,Damaged Item,60.3,1,Yes
TCK-001275,CUST-00500,Damaged Item,63.1,1,Yes
TCK-001276,CUST-01019,Damaged Item,33.0,2,Yes
TCK-001277,CUST-02480,Late Delivery,44.7,1,No
TCK-001278,CUST-00001,Account Security,23.9,4,No
TCK-001279,CUST-01618,Damaged Item,22.6,2,No
TCK-001280,CUST-01851,Damaged Item,60.2,2,Yes
TCK-001281,CUST-00695,Late Delivery,68.5,1,No
TCK-001282,CUST-02203,Late Delivery,30.8,2,Yes
TCK-001283,CUST-03049,Late Delivery,21.8,4,Yes
TCK-001284,CUST-02260,Damaged Item,42.6,1,Yes
TCK-001285,CUST-02695,Refund Inquiry,4.2,4,No
TCK-001286,CUST-00642,Late Delivery,56.1,5,No
TCK-001287,CUST-01566,Damaged Item,12.9,4,No
TCK-001288,CUST-01966,Account Security,23.6,3,No
TCK-001289,CUST-00065,Damaged Item,17.1,5,No
TCK-001290,CUST-01077,Late Delivery,52.9,1,No
TCK-001291,CUST-00191,Wrong Item Sent,13.8,3,No
TCK-001292,CUST-01886,Late Delivery,13.3,4,Yes
TCK-001293,CUST-03177,Payment Issue,9.5,4,No
TCK-001294,CUST-03388,Late Delivery,14.9,1,Yes
TCK-001295,CUST-03225,Refund Inquiry,6.2,2,No
TCK-001296,CUST-02008,Damaged Item,56.0,1,No
TCK-001297,CUST-03267,Late Delivery,43.3,2,Yes
TCK-001298,CUST-02862,Late Delivery,17.4,4,Yes
TCK-001299,CUST-01604,Late Delivery,70.8,2,Yes
TCK-001300,CUST-01542,Late Delivery,68.2,4,Yes
TCK-001301,CUST-02162,Wrong Item Sent,15.3,4,Yes
TCK-001302,CUST-03420,Late Delivery,68.4,2,Yes
TCK-001303,CUST-03451,Refund Inquiry,13.1,2,No
TCK-001304,CUST-02971,Refund Inquiry,2.1,2,No
TCK-001305,CUST-01934,Late Delivery,54.4,1,Yes
TCK-001306,CUST-00684,Account Security,13.5,3,No
TCK-001307,CUST-00723,Damaged Item,27.7,4,No
TCK-001308,CUST-02279,Account Security,22.0,5,No
TCK-001309,CUST-03017,Late Delivery,33.3,3,Yes
TCK-001310,CUST-02587,Late Delivery,54.6,2,No
TCK-001311,CUST-02643,Wrong Item Sent,4.6,4,No
TCK-001312,CUST-02759,Wrong Item Sent,5.7,3,Yes
TCK-001313,CUST-02455,Payment Issue,19.8,3,No
TCK-001314,CUST-00995,Wrong Item Sent,9.6,3,No
TCK-001315,CUST-01393,Damaged Item,33.3,1,Yes
TCK-001316,CUST-00714,Damaged Item,55.0,5,Yes
TCK-001317,CUST-03163,Account Security,1.9,4,No
TCK-001318,CUST-00641,Late Delivery,43.0,3,Yes
TCK-001319,CUST-01298,Wrong Item Sent,2.4,5,Yes
TCK-001320,CUST-03331,Damaged Item,40.5,1,Yes
TCK-001321,CUST-02411,Payment Issue,21.6,3,No
TCK-001322,CUST-02726,Late Delivery,48.9,3,No
TCK-001323,CUST-00455,Payment Issue,13.8,1,No
TCK-001324,CUST-00021,Refund Inquiry,14.3,3,No
TCK-001325,CUST-00161,Damaged Item,19.3,1,Yes
TCK-001326,CUST-01636,Account Security,6.6,4,No
TCK-001327,CUST-01908,Payment Issue,13.3,4,No
TCK-001328,CUST-02331,Payment Issue,5.2,5,Yes
TCK-001329,CUST-01215,Wrong Item Sent,12.4,3,No
TCK-001330,CUST-02102,Late Delivery,36.1,1,No
TCK-001331,CUST-02439,Late Delivery,61.7,2,No
TCK-001332,CUST-00905,Late Delivery,68.9,1,Yes
TCK-001333,CUST-03416,Account Security,4.9,4,Yes
TCK-001334,CUST-01259,Refund Inquiry,6.9,4,No
TCK-001335,CUST-03019,Late Delivery,53.8,2,Yes
TCK-001336,CUST-03004,Refund Inquiry,10.5,4,No
TCK-001337,CUST-00077,Late Delivery,17.0,3,No
TCK-001338,CUST-02814,Payment Issue,19.6,3,No
TCK-001339,CUST-00898,Late Delivery,44.8,2,Yes
TCK-001340,CUST-00762,Payment Issue,8.4,3,Yes
TCK-001341,CUST-01610,Account Security,15.7,4,Yes
TCK-001342,CUST-01790,Late Delivery,45.7,3,Yes
TCK-001343,CUST-02140,Account Security,7.0,5,No
TCK-001344,CUST-00612,Late Delivery,33.1,5,Yes
TCK-001345,CUST-00092,Late Delivery,46.8,3,Yes
TCK-001346,CUST-03449,Late Delivery,39.6,3,Yes
TCK-001347,CUST-01126,Damaged Item,36.6,2,No
TCK-001348,CUST-02981,Wrong Item Sent,5.5,3,No
TCK-001349,CUST-03398,Damaged Item,33.2,1,No
TCK-001350,CUST-00118,Damaged Item,66.0,3,No
TCK-001351,CUST-03141,Account Security,1.7,4,No
TCK-001352,CUST-01405,Late Delivery,21.8,1,Yes
TCK-001353,CUST-00755,Payment Issue,22.1,4,Yes
TCK-001354,CUST-02626,Damaged Item,54.5,2,Yes
TCK-001355,CUST-03347,Payment Issue,19.3,5,No
TCK-001356,CUST-03184,Wrong Item Sent,16.4,5,Yes
TCK-001357,CUST-02424,Wrong Item Sent,12.4,3,No
TCK-001358,CUST-02115,Payment Issue,7.5,5,No
TCK-001359,CUST-00734,Late Delivery,65.4,4,No
TCK-001360,CUST-01774,Account Security,3.5,4,No
TCK-001361,CUST-03270,Wrong Item Sent,15.0,4,No
TCK-001362,CUST-00419,Late Delivery,32.6,3,Yes
TCK-001363,CUST-01737,Damaged Item,71.2,3,No
TCK-001364,CUST-01859,Damaged Item,45.4,1,Yes
TCK-001365,CUST-01499,Late Delivery,44.5,2,Yes
TCK-001366,CUST-02519,Refund Inquiry,5.6,4,Yes
TCK-001367,CUST-03451,Late Delivery,41.3,2,Yes
TCK-001368,CUST-00015,Late Delivery,32.4,1,No
TCK-001369,CUST-01002,Refund Inquiry,17.3,4,No
TCK-001370,CUST-03010,Damaged Item,13.0,1,No
TCK-001371,CUST-00620,Account Security,2.4,5,Yes
TCK-001372,CUST-02826,Damaged Item,57.2,2,No
TCK-001373,CUST-02267,Wrong Item Sent,22.4,4,No
TCK-001374,CUST-02953,Payment Issue,23.3,3,No
TCK-001375,CUST-03049,Wrong Item Sent,21.8,3,No
TCK-001376,CUST-02123,Damaged Item,36.9,1,Yes
TCK-001377,CUST-02773,Payment Issue,15.3,3,No
TCK-001378,CUST-01548,Account Security,10.8,5,No
TCK-001379,CUST-02068,Late Delivery,14.5,2,No
TCK-001380,CUST-00846,Wrong Item Sent,20.3,4,No
TCK-001381,CUST-01007,Wrong Item Sent,6.5,2,No
