transaction_id,customer_id,transaction_amount,payment_gateway,device_type,location,transaction_status
TXN-0008322,CUST-01999,66.67,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0008323,CUST-00446,253.92,Authorize.Net,Tablet,EU-Central,Approved
TXN-0008324,CUST-02008,54.35,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0008325,CUST-00976,175.53,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008326,CUST-00885,211.18,Adyen,Mobile Android,EU-Central,Approved
TXN-0008327,CUST-02382,10.58,Stripe,Mobile iOS,APAC-East,Approved
TXN-0008328,CUST-02035,214.64,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0008329,CUST-00760,68.2,Authorize.Net,Mobile Android,US-East,Approved
TXN-0008330,CUST-00564,26.69,Stripe,Mobile iOS,APAC-East,Approved
TXN-0008331,CUST-01214,132.76,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0008332,CUST-03151,19.08,Square,Mobile Android,APAC-East,Approved
TXN-0008333,CUST-01680,78.55,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008334,CUST-00574,89.3,Square,Tablet,APAC-East,Approved
TXN-0008335,CUST-03386,13.16,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0008336,CUST-00739,57.49,Adyen,Desktop MacOS,US-West,Approved
TXN-0008337,CUST-00137,94.16,Square,Mobile Android,APAC-East,Approved
TXN-0008338,CUST-02586,292.54,Authorize.Net,Tablet,US-West,Approved
TXN-0008339,CUST-02303,70.82,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0008340,CUST-01292,134.58,Square,Mobile Android,US-West,Approved
TXN-0008341,CUST-00336,77.78,Square,Desktop Windows,APAC-East,Approved
TXN-0008342,CUST-01507,232.3,Stripe,Mobile Android,US-West,Approved
TXN-0008343,CUST-01994,31.21,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008344,CUST-00281,24.91,Square,Tablet,US-East,Approved
TXN-0008345,CUST-03002,210.57,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0008346,CUST-01985,132.05,Stripe,Mobile iOS,US-West,Approved
TXN-0008347,CUST-03285,96.03,Square,Mobile Android,LATAM-South,Approved
TXN-0008348,CUST-01879,226.12,Square,Desktop Windows,US-West,Approved
TXN-0008349,CUST-01859,121.57,Square,Desktop Windows,LATAM-South,Approved
TXN-0008350,CUST-02755,327.67,Square,Mobile Android,US-East,Approved
TXN-0008351,CUST-00927,21.39,PayPal Gateway,Tablet,US-West,Approved
TXN-0008352,CUST-02371,16.9,Stripe,Desktop MacOS,US-East,Approved
TXN-0008353,CUST-02868,36.06,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0008354,CUST-02116,98.52,Adyen,Mobile Android,LATAM-South,Approved
TXN-0008355,CUST-01054,43.59,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0008356,CUST-02391,44.85,Adyen,Mobile Android,LATAM-South,Approved
TXN-0008357,CUST-01578,251.05,Square,Tablet,US-West,Approved
TXN-0008358,CUST-01506,29.27,Square,Mobile Android,EU-Central,Approved
TXN-0008359,CUST-02675,129.28,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0008360,CUST-03470,146.38,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0008361,CUST-00485,252.28,Stripe,Desktop MacOS,US-East,Approved
TXN-0008362,CUST-00974,208.33,Authorize.Net,Tablet,EU-Central,Approved
TXN-0008363,CUST-01104,93.26,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0008364,CUST-00007,73.0,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0008365,CUST-01890,56.66,Adyen,Desktop MacOS,US-East,Approved
TXN-0008366,CUST-02284,322.75,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008367,CUST-01325,80.69,Adyen,Mobile Android,APAC-East,Approved
TXN-0008368,CUST-01613,79.69,Stripe,Mobile Android,US-East,Approved
TXN-0008369,CUST-01782,165.57,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0008370,CUST-01900,271.37,Square,Desktop MacOS,US-West,Approved
TXN-0008371,CUST-00646,106.52,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0008372,CUST-01625,30.36,Square,Mobile Android,US-East,Approved
TXN-0008373,CUST-02052,75.53,Adyen,Mobile iOS,US-East,Approved
TXN-0008374,CUST-00321,122.57,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0008375,CUST-03284,53.15,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0008376,CUST-01498,34.15,Stripe,Mobile Android,US-East,Approved
TXN-0008377,CUST-00004,52.24,Adyen,Mobile Android,EU-Central,Approved
TXN-0008378,CUST-00396,200.95,Adyen,Mobile Android,US-West,Approved
TXN-0008379,CUST-00736,86.46,PayPal Gateway,Desktop Windows,APAC-East,Declined
TXN-0008380,CUST-02277,66.58,Adyen,Mobile Android,APAC-East,Approved
TXN-0008381,CUST-01959,266.15,Stripe,Tablet,APAC-East,Approved
TXN-0008382,CUST-03038,119.18,Adyen,Tablet,LATAM-South,Approved
TXN-0008383,CUST-01435,173.87,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0008384,CUST-03410,76.09,Square,Mobile Android,US-East,Approved
TXN-0008385,CUST-00832,17.35,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0008386,CUST-01327,173.63,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0008387,CUST-01452,239.9,Stripe,Mobile iOS,US-East,Approved
TXN-0008388,CUST-02828,21.05,Square,Tablet,EU-Central,Approved
TXN-0008389,CUST-02214,248.49,Square,Mobile Android,APAC-East,Approved
TXN-0008390,CUST-01759,19.03,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0008391,CUST-01266,153.65,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0008392,CUST-01900,182.96,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0008393,CUST-00200,13.57,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0008394,CUST-00634,25.5,Square,Mobile Android,EU-Central,Approved
TXN-0008395,CUST-00215,70.79,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0008396,CUST-02424,199.19,Stripe,Mobile Android,APAC-East,Approved
TXN-0008397,CUST-00194,266.77,Square,Desktop MacOS,APAC-East,Approved
TXN-0008398,CUST-03130,31.81,Adyen,Mobile Android,APAC-East,Approved
TXN-0008399,CUST-02888,397.8,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0008400,CUST-00615,14.49,Square,Desktop Windows,US-East,Approved
TXN-0008401,CUST-02664,921.55,Stripe,Tablet,APAC-East,Chargeback
TXN-0008402,CUST-01171,44.79,Adyen,Tablet,APAC-East,Approved
TXN-0008403,CUST-00876,65.6,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0008404,CUST-02048,33.8,Adyen,Tablet,APAC-East,Approved
TXN-0008405,CUST-02967,18.5,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0008406,CUST-00832,75.27,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008407,CUST-02509,20.28,Adyen,Mobile iOS,EU-Central,Approved
TXN-0008408,CUST-02134,120.63,Square,Mobile iOS,US-East,Approved
TXN-0008409,CUST-02685,101.15,Square,Desktop MacOS,US-West,Approved
TXN-0008410,CUST-02512,43.56,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0008411,CUST-03356,102.17,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0008412,CUST-02782,156.01,Adyen,Tablet,US-East,Approved
TXN-0008413,CUST-01539,429.07,Adyen,Mobile iOS,EU-Central,Approved
TXN-0008414,CUST-02320,208.83,Stripe,Desktop Windows,US-West,Approved
TXN-0008415,CUST-00588,57.63,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0008416,CUST-03430,14.56,Stripe,Mobile Android,LATAM-South,Approved
TXN-0008417,CUST-02623,132.18,Adyen,Desktop Windows,EU-Central,Approved
TXN-0008418,CUST-00661,147.88,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0008419,CUST-01329,20.14,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0008420,CUST-01702,193.16,Square,Desktop Windows,APAC-East,Approved
TXN-0008421,CUST-00047,264.91,Stripe,Desktop MacOS,US-West,Approved
TXN-0008422,CUST-01267,64.9,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0008423,CUST-03402,20.87,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008424,CUST-00564,3284.51,Stripe,Desktop Windows,US-East,Flagged_Fraud
TXN-0008425,CUST-01928,245.91,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0008426,CUST-00237,81.8,Adyen,Mobile iOS,US-East,Approved
TXN-0008427,CUST-02979,14.62,Square,Desktop Windows,US-West,Approved
TXN-0008428,CUST-00625,225.26,Stripe,Mobile iOS,US-West,Approved
TXN-0008429,CUST-00058,215.12,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0008430,CUST-00291,203.85,PayPal Gateway,Tablet,US-East,Approved
TXN-0008431,CUST-02032,156.67,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008432,CUST-02440,13.06,Adyen,Tablet,LATAM-South,Approved
TXN-0008433,CUST-03245,90.29,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0008434,CUST-02250,134.95,Stripe,Desktop MacOS,US-East,Approved
TXN-0008435,CUST-03146,412.44,Adyen,Mobile iOS,US-West,Declined
TXN-0008436,CUST-02285,10.37,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0008437,CUST-01462,96.73,Adyen,Tablet,LATAM-South,Approved
TXN-0008438,CUST-02714,130.12,Stripe,Desktop MacOS,US-West,Approved
TXN-0008439,CUST-03336,33.08,Stripe,Desktop MacOS,US-East,Approved
TXN-0008440,CUST-00574,102.68,Adyen,Mobile Android,US-West,Approved
TXN-0008441,CUST-01746,210.13,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0008442,CUST-02770,147.51,Stripe,Desktop MacOS,US-West,Approved
TXN-0008443,CUST-00407,114.56,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0008444,CUST-01955,119.96,Square,Desktop Windows,US-East,Approved
TXN-0008445,CUST-00166,39.92,Adyen,Desktop Windows,US-East,Approved
TXN-0008446,CUST-03090,134.45,Square,Tablet,APAC-East,Approved
TXN-0008447,CUST-01784,26.79,Adyen,Desktop Windows,APAC-East,Approved
TXN-0008448,CUST-00548,176.76,Stripe,Mobile Android,LATAM-South,Approved
TXN-0008449,CUST-00883,244.53,PayPal Gateway,Desktop Windows,US-East,Declined
TXN-0008450,CUST-01117,160.23,Adyen,Desktop Windows,EU-Central,Approved
TXN-0008451,CUST-03403,106.94,Authorize.Net,Tablet,US-East,Approved
TXN-0008452,CUST-01988,14.48,Stripe,Tablet,US-West,Approved
TXN-0008453,CUST-03458,100.0,Square,Mobile iOS,EU-Central,Approved
TXN-0008454,CUST-00313,40.46,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008455,CUST-01697,367.12,Stripe,Desktop Windows,US-West,Approved
TXN-0008456,CUST-00286,82.5,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0008457,CUST-03180,193.7,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0008458,CUST-03256,120.15,Adyen,Tablet,EU-Central,Approved
TXN-0008459,CUST-00244,35.77,Square,Mobile iOS,APAC-East,Approved
TXN-0008460,CUST-00459,727.3,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0008461,CUST-01875,13.6,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0008462,CUST-01862,80.44,Adyen,Mobile Android,LATAM-South,Approved
TXN-0008463,CUST-00573,97.57,Stripe,Mobile Android,US-West,Approved
TXN-0008464,CUST-00155,98.78,Square,Desktop MacOS,LATAM-South,Declined
TXN-0008465,CUST-01947,111.16,PayPal Gateway,Tablet,US-West,Approved
TXN-0008466,CUST-03309,228.8,Square,Desktop MacOS,APAC-East,Approved
TXN-0008467,CUST-00781,121.05,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0008468,CUST-00578,76.4,Stripe,Mobile iOS,EU-Central,Approved
TXN-0008469,CUST-01963,127.93,Stripe,Desktop MacOS,APAC-East,Approved
TXN-0008470,CUST-01676,61.82,Adyen,Mobile Android,US-West,Approved
TXN-0008471,CUST-03418,60.34,PayPal Gateway,Tablet,US-West,Approved
TXN-0008472,CUST-00491,380.6,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0008473,CUST-02215,175.82,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0008474,CUST-02898,45.06,Stripe,Mobile iOS,EU-Central,Approved
TXN-0008475,CUST-00139,43.46,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008476,CUST-03128,53.84,Adyen,Tablet,EU-Central,Approved
TXN-0008477,CUST-02570,412.23,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0008478,CUST-02692,64.73,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0008479,CUST-01661,23.53,Adyen,Desktop Windows,US-East,Approved
TXN-0008480,CUST-00440,77.66,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0008481,CUST-01811,2780.15,Authorize.Net,Mobile Android,US-East,Declined
TXN-0008482,CUST-02272,77.62,Square,Tablet,APAC-East,Approved
TXN-0008483,CUST-01031,71.07,Stripe,Tablet,EU-Central,Approved
TXN-0008484,CUST-01885,17.01,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0008485,CUST-01854,74.94,Stripe,Mobile Android,US-East,Approved
TXN-0008486,CUST-01937,152.04,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008487,CUST-00362,205.78,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008488,CUST-02376,67.04,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0008489,CUST-01662,72.6,Square,Mobile iOS,US-West,Approved
TXN-0008490,CUST-00277,61.13,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0008491,CUST-00444,72.93,Stripe,Tablet,EU-Central,Approved
TXN-0008492,CUST-00342,531.99,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0008493,CUST-02834,189.01,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008494,CUST-03099,107.73,Stripe,Tablet,APAC-East,Approved
TXN-0008495,CUST-00159,131.71,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008496,CUST-02076,174.31,Stripe,Desktop Windows,APAC-East,Approved
TXN-0008497,CUST-03085,206.15,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0008498,CUST-02692,289.33,Stripe,Desktop Windows,US-West,Approved
TXN-0008499,CUST-00843,67.54,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0008500,CUST-01769,63.47,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008501,CUST-01712,176.54,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0008502,CUST-01071,105.88,Stripe,Desktop MacOS,APAC-East,Approved
TXN-0008503,CUST-01775,54.27,Adyen,Mobile Android,US-East,Approved
TXN-0008504,CUST-00072,106.08,Stripe,Tablet,US-East,Approved
TXN-0008505,CUST-01133,30.52,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008506,CUST-01483,56.29,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0008507,CUST-01657,302.1,Square,Mobile iOS,EU-Central,Approved
TXN-0008508,CUST-02456,17.95,Square,Mobile Android,LATAM-South,Approved
TXN-0008509,CUST-02101,124.5,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0008510,CUST-02326,11.03,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0008511,CUST-00457,88.7,Square,Mobile Android,US-East,Declined
TXN-0008512,CUST-02740,19.55,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0008513,CUST-03416,70.23,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0008514,CUST-01602,139.25,Adyen,Mobile Android,US-East,Approved
TXN-0008515,CUST-02896,132.46,Stripe,Mobile iOS,US-West,Approved
TXN-0008516,CUST-01579,161.65,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0008517,CUST-02536,151.92,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0008518,CUST-02291,14.25,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0008519,CUST-00899,84.8,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0008520,CUST-02620,21.77,Adyen,Mobile iOS,EU-Central,Approved
TXN-0008521,CUST-00069,50.45,Stripe,Tablet,US-West,Approved
TXN-0008522,CUST-02963,2284.78,Square,Mobile Android,LATAM-South,Chargeback
TXN-0008523,CUST-00014,189.54,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0008524,CUST-01104,95.74,Square,Tablet,US-West,Approved
TXN-0008525,CUST-00600,118.65,Square,Tablet,APAC-East,Approved
TXN-0008526,CUST-01283,76.42,Adyen,Mobile iOS,US-East,Approved
TXN-0008527,CUST-00172,25.81,Stripe,Tablet,US-West,Approved
TXN-0008528,CUST-02970,144.13,Square,Desktop Windows,APAC-East,Approved
TXN-0008529,CUST-02930,39.32,Adyen,Mobile Android,US-East,Approved
TXN-0008530,CUST-00142,60.59,Adyen,Desktop Windows,APAC-East,Approved
TXN-0008531,CUST-00898,412.72,Adyen,Mobile Android,APAC-East,Approved
TXN-0008532,CUST-01974,254.83,Square,Mobile iOS,US-East,Approved
TXN-0008533,CUST-00125,75.16,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008534,CUST-01407,91.44,Stripe,Mobile Android,LATAM-South,Approved
TXN-0008535,CUST-00812,99.24,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0008536,CUST-01784,102.45,Square,Desktop Windows,US-West,Approved
TXN-0008537,CUST-02376,154.26,Stripe,Desktop Windows,APAC-East,Approved
TXN-0008538,CUST-01200,135.9,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0008539,CUST-01798,52.8,Stripe,Desktop Windows,US-West,Approved
TXN-0008540,CUST-01068,129.86,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008541,CUST-03477,34.75,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0008542,CUST-02654,120.43,Stripe,Mobile iOS,APAC-East,Approved
TXN-0008543,CUST-01681,16.13,Square,Desktop MacOS,APAC-East,Approved
TXN-0008544,CUST-01232,49.86,Stripe,Desktop Windows,APAC-East,Approved
TXN-0008545,CUST-02280,19.62,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0008546,CUST-00617,420.73,Square,Desktop Windows,LATAM-South,Approved
TXN-0008547,CUST-01378,101.92,Stripe,Desktop MacOS,US-West,Approved
TXN-0008548,CUST-03115,185.78,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0008549,CUST-01579,35.54,Square,Mobile iOS,LATAM-South,Approved
TXN-0008550,CUST-00721,158.1,Adyen,Tablet,APAC-East,Approved
TXN-0008551,CUST-02447,103.71,Authorize.Net,Tablet,US-West,Approved
TXN-0008552,CUST-01064,11.46,Adyen,Mobile iOS,US-West,Approved
TXN-0008553,CUST-01988,189.02,Adyen,Mobile iOS,APAC-East,Approved
TXN-0008554,CUST-02741,212.67,Stripe,Mobile Android,APAC-East,Approved
TXN-0008555,CUST-01594,63.13,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0008556,CUST-01358,87.17,Adyen,Mobile Android,LATAM-South,Approved
TXN-0008557,CUST-02783,10.03,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0008558,CUST-00836,466.89,PayPal Gateway,Tablet,EU-Central,Approved
TXN-0008559,CUST-02233,18.91,Square,Desktop MacOS,US-East,Approved
TXN-0008560,CUST-00574,128.0,Authorize.Net,Tablet,US-East,Approved
TXN-0008561,CUST-02071,90.18,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0008562,CUST-01141,85.77,Adyen,Mobile Android,LATAM-South,Approved
TXN-0008563,CUST-00757,39.34,Authorize.Net,Tablet,APAC-East,Declined
TXN-0008564,CUST-02311,144.14,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0008565,CUST-02873,28.87,Stripe,Mobile Android,US-West,Approved
TXN-0008566,CUST-00930,323.86,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0008567,CUST-01630,263.7,Square,Mobile Android,US-East,Approved
TXN-0008568,CUST-00697,14.62,Square,Mobile Android,US-West,Approved
TXN-0008569,CUST-02180,107.89,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0008570,CUST-01622,113.01,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0008571,CUST-02330,144.45,Stripe,Mobile Android,US-East,Approved
TXN-0008572,CUST-00872,222.2,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0008573,CUST-01352,56.3,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0008574,CUST-03085,88.46,Square,Tablet,US-East,Approved
TXN-0008575,CUST-00726,374.93,Stripe,Mobile Android,APAC-East,Approved
TXN-0008576,CUST-03439,88.17,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0008577,CUST-01897,41.53,Square,Desktop MacOS,US-West,Approved
TXN-0008578,CUST-01462,74.87,Square,Desktop Windows,EU-Central,Approved
TXN-0008579,CUST-02633,16.05,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008580,CUST-02497,258.02,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0008581,CUST-00964,38.5,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008582,CUST-02934,177.65,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0008583,CUST-01628,261.11,Stripe,Tablet,APAC-East,Declined
TXN-0008584,CUST-02167,80.95,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0008585,CUST-00494,75.02,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0008586,CUST-03156,93.74,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0008587,CUST-02867,35.48,Square,Desktop Windows,US-West,Approved
TXN-0008588,CUST-01011,23.04,Authorize.Net,Tablet,US-West,Approved
TXN-0008589,CUST-03240,63.98,Stripe,Desktop Windows,APAC-East,Approved
TXN-0008590,CUST-02696,3362.11,PayPal Gateway,Tablet,US-East,Flagged_Fraud
TXN-0008591,CUST-00852,49.6,Square,Tablet,APAC-East,Approved
TXN-0008592,CUST-02980,169.79,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008593,CUST-00145,40.28,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0008594,CUST-01207,149.99,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0008595,CUST-00292,46.92,Stripe,Desktop Windows,US-West,Approved
TXN-0008596,CUST-01792,114.71,Square,Desktop MacOS,LATAM-South,Approved
TXN-0008597,CUST-02400,12.24,Stripe,Desktop MacOS,APAC-East,Approved
TXN-0008598,CUST-00570,58.88,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0008599,CUST-00664,43.52,Adyen,Tablet,APAC-East,Approved
TXN-0008600,CUST-00332,19.29,Stripe,Mobile iOS,EU-Central,Approved
TXN-0008601,CUST-00549,96.48,Adyen,Tablet,US-East,Approved
TXN-0008602,CUST-01186,23.01,Square,Desktop MacOS,EU-Central,Approved
TXN-0008603,CUST-01031,36.16,Stripe,Desktop Windows,EU-Central,Approved
TXN-0008604,CUST-00390,142.43,Stripe,Mobile Android,LATAM-South,Approved
TXN-0008605,CUST-02003,302.18,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0008606,CUST-01825,12.06,Square,Mobile iOS,EU-Central,Approved
TXN-0008607,CUST-02706,171.58,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0008608,CUST-01544,123.54,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0008609,CUST-03157,34.42,Stripe,Desktop Windows,US-East,Approved
TXN-0008610,CUST-03313,73.86,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0008611,CUST-01072,86.16,Adyen,Desktop Windows,EU-Central,Approved
TXN-0008612,CUST-02409,133.5,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0008613,CUST-02334,56.21,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0008614,CUST-01314,542.29,Authorize.Net,Tablet,APAC-East,Approved
TXN-0008615,CUST-02397,41.62,Adyen,Desktop Windows,EU-Central,Approved
TXN-0008616,CUST-00825,176.65,Authorize.Net,Mobile Android,US-West,Approved
TXN-0008617,CUST-02387,195.56,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0008618,CUST-01681,222.4,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008619,CUST-02846,198.63,Stripe,Mobile Android,US-West,Approved
TXN-0008620,CUST-01272,23.54,Stripe,Desktop Windows,US-East,Approved
TXN-0008621,CUST-01924,90.64,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0008622,CUST-03415,119.53,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0008623,CUST-00437,113.52,Adyen,Mobile iOS,US-West,Declined
TXN-0008624,CUST-00143,126.79,Stripe,Desktop Windows,US-East,Approved
TXN-0008625,CUST-00863,250.12,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0008626,CUST-00814,30.44,Authorize.Net,Desktop Windows,APAC-East,Declined
TXN-0008627,CUST-01939,273.29,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0008628,CUST-00499,360.26,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0008629,CUST-01450,126.77,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0008630,CUST-02066,219.36,Stripe,Mobile Android,US-West,Approved
TXN-0008631,CUST-00704,54.58,Adyen,Tablet,US-East,Approved
TXN-0008632,CUST-02030,208.56,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0008633,CUST-01845,39.7,Stripe,Tablet,APAC-East,Approved
TXN-0008634,CUST-03201,244.4,Square,Mobile iOS,LATAM-South,Approved
TXN-0008635,CUST-01856,231.87,Square,Mobile Android,US-West,Approved
TXN-0008636,CUST-01253,35.19,Square,Tablet,APAC-East,Approved
TXN-0008637,CUST-02314,50.05,Square,Mobile iOS,US-West,Approved
TXN-0008638,CUST-00083,178.93,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0008639,CUST-00632,11.99,Adyen,Mobile Android,APAC-East,Approved
TXN-0008640,CUST-02467,99.27,Square,Mobile iOS,US-West,Approved
TXN-0008641,CUST-01634,116.08,PayPal Gateway,Tablet,US-East,Approved
TXN-0008642,CUST-00941,89.95,Stripe,Desktop MacOS,US-East,Approved
TXN-0008643,CUST-01183,11.28,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0008644,CUST-01799,65.18,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0008645,CUST-02055,401.67,Authorize.Net,Tablet,US-West,Approved
TXN-0008646,CUST-01445,40.42,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0008647,CUST-03030,61.56,Adyen,Desktop MacOS,US-East,Approved
TXN-0008648,CUST-01736,205.52,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0008649,CUST-01501,54.39,Adyen,Desktop MacOS,US-West,Approved
TXN-0008650,CUST-02162,4109.38,Square,Mobile iOS,US-West,Flagged_Fraud
TXN-0008651,CUST-01033,89.8,Stripe,Mobile Android,EU-Central,Approved
TXN-0008652,CUST-01105,130.18,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0008653,CUST-01141,61.08,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0008654,CUST-02539,27.59,Authorize.Net,Mobile iOS,LATAM-South,Approved
